# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	vx_8	vx_9	vx_10	vx_11	vx_12	vx_13	vx_14	vx_15	vx_16	vx_17	vx_18	vx_19	vx_20	vx_21	vx_22	
1.803013922029999705e+01 2.081400146999985712e-02 3.025719435284033795e-02 2.843730162999995661e-02 2.966905313000012256e-02 3.494497883999987675e-02 2.939526977999994475e-02 2.663927900284009109e-02 2.885951537999999206e-02 3.001666413000002656e-02 2.299754027999999922e-02 2.905822448999997518e-02 3.056633207284000994e-02 2.886263146999995532e-02 1.500866903000002729e-02 3.358544007000009712e-02 2.774509275999991961e-02 3.267713013999999638e-02 2.802033445283997129e-02 2.449336318000005022e-02 3.914020386999982060e-02 1.968903196999999619e-02 2.180866698999998216e-02 2.539155133284018429e-02
1.903013922029999705e+01 2.106243286999961301e-02 3.027719252284025511e-02 2.823563078999995896e-02 3.001046599000001258e-02 3.473249818000022360e-02 2.926787108999960932e-02 2.675938398284017847e-02 2.873760987000005193e-02 2.994530181999998514e-02 2.305683592999996714e-02 2.926632995999998293e-02 3.049866773284002144e-02 2.901785887999994845e-02 1.466806641000002916e-02 3.382073058999994497e-02 2.775676880000003260e-02 3.242623291000003294e-02 2.801330016283997207e-02 2.456316755000007013e-02 3.925619965000005235e-02 1.974813233999993950e-02 2.175087280000007062e-02 2.526956530283989630e-02
2.003013922029999705e+01 2.112745971000003914e-02 3.039719983284010218e-02 2.829776307000015506e-02 3.001200255999974739e-02 3.467873535000035035e-02 2.931986082999974222e-02 2.670076812284003301e-02 2.880169601000002327e-02 2.975873106999988443e-02 2.306254273000006225e-02 2.944536132000002970e-02 3.043043616283998623e-02 2.901575811999996396e-02 1.448626861999991952e-02 3.407012940000004458e-02 2.775970763000007099e-02 3.218428956000000257e-02 2.799710294284002421e-02 2.482633285000010806e-02 3.917966613999979142e-02 1.981919556000011698e-02 2.169536743999997408e-02 2.513376846283999974e-02
2.103013922029999705e+01 2.131737060999985139e-02 3.021559735283992770e-02 2.849479827999985143e-02 3.004920044000027740e-02 3.443943481999958700e-02 2.952769774000007716e-02 2.650461715284020692e-02 2.899431304000008730e-02 2.984260559999996759e-02 2.295393065999985424e-02 2.951766358000013427e-02 3.023584844283998263e-02 2.897254829000000739e-02 1.447049864999989943e-02 3.432550049000019504e-02 2.775070189999990014e-02 3.200176391999998149e-02 2.799736387283996777e-02 2.496550063999993657e-02 3.904056396000014223e-02 1.996676332000024701e-02 2.154623411999964308e-02 2.525552599284007840e-02
2.203013922029999705e+01 2.151916502999992944e-02 3.017023527283997641e-02 2.848683243000000448e-02 3.013833161000002356e-02 3.419070433999986391e-02 2.977962646000014563e-02 2.642611524283995650e-02 2.894525349666670841e-02 3.001153971333326773e-02 2.284569092000003979e-02 2.951083679999997114e-02 3.014897823284004574e-02 2.912771683000000764e-02 1.424646300999984384e-02 3.448293458999996536e-02 2.766152953000021106e-02 3.199493407999991906e-02 2.791436521284010666e-02 2.513600082999992158e-02 3.887246246999984806e-02 2.021613158000000118e-02 2.154603272000022232e-02 2.518671418283993310e-02
2.303013922029999705e+01 2.182927246000010771e-02 2.993159162284005081e-02 2.848553467000015244e-02 3.027160186000001085e-02 3.398032837999999389e-02 3.003573608000005904e-02 2.624731809283982822e-02 2.899147720999994959e-02 3.000323180999985365e-02 2.273796694000031898e-02 2.951520383999986855e-02 3.025346395284000262e-02 2.925513113999991116e-02 1.425329894999995302e-02 3.424463195000025661e-02 2.776313477999985818e-02 3.199960327000000299e-02 2.774952374284001683e-02 2.525726930000000633e-02 3.874986113999984855e-02 2.051307372000046522e-02 2.170988464999972986e-02 2.478900644283994412e-02
2.403013922029999705e+01 2.208223265999986404e-02 2.975499556283996150e-02 2.847790069000020671e-02 3.028169859999979910e-02 3.373546753999998732e-02 3.027780151000006303e-02 2.623823530283996355e-02 2.898468931999991643e-02 3.000349884999977887e-02 2.266307780000033703e-02 2.952782796999993756e-02 3.031735135284004470e-02 2.920477980999996656e-02 1.429756623000012078e-02 3.419069822999990654e-02 2.782529907999999053e-02 3.200023193000000460e-02 2.768786376284002732e-02 2.533320081999991188e-02 3.861055908000004394e-02 2.065004271999981711e-02 2.199496461000017070e-02 2.442533256284004986e-02
2.503013922029999350e+01 2.225039673999963316e-02 2.975987302284031563e-02 2.824039687000004170e-02 3.051013184000003070e-02 3.351133423999963501e-02 3.049493408000053182e-02 2.601507397283978756e-02 2.898785096000001602e-02 3.000407104000005210e-02 2.269873047999992552e-02 2.954216918999991170e-02 3.027029400284004731e-02 2.926230164000003311e-02 1.421230315999991861e-02 3.427359924000011188e-02 2.777180479999990376e-02 3.197709351000001948e-02 2.776006453283999878e-02 2.541896515000007656e-02 3.835180054000011246e-02 2.100099485999962906e-02 2.199614258000001307e-02 2.424673684284018790e-02
2.603013922029999350e+01 2.221790159999982237e-02 2.982039167284021922e-02 2.804046631000001177e-02 3.065533600999988117e-02 3.351365965999975743e-02 3.049300538000025013e-02 2.585191174284011753e-02 2.916501464999983126e-02 2.983543701000017020e-02 2.290986634000002908e-02 2.953283384999995029e-02 3.022903503283996471e-02 2.927792433000004149e-02 1.401696777000006541e-02 3.448179931999984654e-02 2.774373170000001346e-02 3.176646727000003584e-02 2.801486646283996018e-02 2.522033081999998025e-02 3.833380126999982179e-02 2.134457906333347976e-02 2.182135416666667466e-02 2.427337171284011524e-02
2.703013922029999350e+01 2.221973877999989730e-02 2.983274748283995526e-02 2.800021437999994367e-02 3.068350067000010298e-02 3.372440186000021795e-02 3.050696409999982192e-02 2.576342299283990167e-02 2.925640715999998018e-02 2.957656708000013304e-02 2.298723448999992480e-02 2.985846354999999869e-02 2.985629115283999074e-02 2.927663763999994312e-02 1.402959596000018759e-02 3.449360351000013702e-02 2.794433287999975243e-02 3.153727416999997646e-02 2.803599303284002101e-02 2.543919904999993389e-02 3.807376862000001055e-02 2.167203065000030543e-02 2.151309812999970678e-02 2.427675822284002319e-02
2.803013922029999350e+01 2.224080810999985378e-02 2.975216249617328515e-02 2.802863108666666520e-02 3.072423706999979909e-02 3.375156860999995595e-02 3.035971271333376062e-02 2.593256080950650383e-02 2.923992083000002962e-02 2.950146788000020115e-02 2.297939451999975527e-02 3.000206299999990875e-02 2.977590695284009284e-02 2.926416398000008037e-02 1.382376403999987895e-02 3.465096130000019925e-02 2.802113647999979196e-02 3.133437499000005233e-02 2.800952437284000632e-02 2.567529753000017192e-02 3.782400512999956749e-02 2.192133179000047699e-02 2.149549560999985259e-02 2.409938241283991756e-02
2.903013922029999350e+01 2.247189939999989436e-02 2.975862944283983250e-02 2.779053116000013840e-02 3.115819346333313297e-02 3.332404377666667999e-02 3.048513794999999083e-02 2.584875851284002685e-02 2.943179856000001718e-02 2.945229952000026977e-02 2.301919858999974464e-02 3.000879820999998587e-02 2.959315512284008479e-02 2.920721090999997896e-02 1.379426421999996842e-02 3.462076415999999768e-02 2.831466675000003652e-02 3.107807006999997734e-02 2.772403761283999749e-02 2.621245819000003405e-02 3.757146757999980935e-02 2.200733338000027128e-02 2.149109496999990210e-02 2.400738202283998757e-02
3.003013922029999350e+01 2.249956664999990669e-02 2.975189954283980615e-02 2.773186339999992797e-02 3.127600404000040885e-02 3.320000000000000034e-02 3.051606443999990009e-02 2.568793469283975686e-02 2.962106324000014779e-02 2.945666505000008387e-02 2.302273558999970784e-02 3.002026368000006162e-02 2.949017851284006439e-02 2.922175215999996134e-02 1.366913146000006164e-02 3.456999816999996311e-02 2.857079772999988887e-02 3.100194092000010601e-02 2.736866131283995779e-02 2.664013519999989393e-02 3.715543518500016851e-02 2.235022887499981195e-02 2.136413573999961998e-02 2.401078189284055336e-02
3.103013922029999350e+01 2.263533935999948940e-02 2.950956022284064936e-02 2.806745529000011577e-02 3.093917845999992131e-02 3.337399903999976186e-02 3.058430174000059329e-02 2.544673064283963296e-02 2.962326584000002025e-02 2.968196409000029359e-02 2.299500121999974514e-02 2.982023316999993928e-02 2.949623051283997363e-02 2.945222969000015067e-02 1.343686829999987849e-02 3.461886900999979616e-02 2.852339783000008844e-02 3.118563232000010413e-02 2.724883252284002882e-02 2.657563171999990925e-02 3.693150329999989739e-02 2.256346130000019823e-02 2.136823729999959981e-02 2.401400520284039525e-02
3.203013922029999350e+01 2.275385741999998504e-02 2.949393447283985004e-02 2.826979675000002371e-02 3.073487242999999730e-02 3.325216065000022314e-02 3.076849364999907285e-02 2.526074811284063221e-02 2.973545683999991376e-02 2.975886537000042159e-02 2.299846800999969312e-02 2.974826355999994273e-02 2.949077893284011292e-02 2.952628477999987705e-02 1.324936829000016546e-02 3.474123535000016999e-02 2.851359253999964996e-02 3.119284058000012030e-02 2.712143078283997880e-02 2.669446106999994253e-02 3.601230662727284565e-02 2.348769641272738240e-02 2.117846682000017536e-02 2.402069244283966398e-02
3.303013922029999350e+01 2.274369506000002705e-02 2.944433499283979905e-02 2.813539963000011995e-02 3.093433531999962779e-02 3.324496461000053110e-02 3.070036621000035715e-02 2.532495864283939788e-02 2.984482826666668906e-02 2.966004231333329785e-02 2.299367065999997559e-02 2.967516480000003884e-02 2.951191693283999537e-02 2.950877838000005859e-02 1.331100158000008381e-02 3.468983154999986940e-02 2.868043213000003033e-02 3.083316651999998617e-02 2.712053050283998179e-02 2.687826691000000379e-02 3.507393341000006326e-02 2.443346557999975799e-02 2.098356932999995497e-02 2.402490895284020017e-02
3.403013922029999350e+01 2.256186522999960309e-02 2.938623030284008911e-02 2.832049712000016262e-02 3.081900635999991131e-02 3.336356200999980592e-02 3.050019530000026846e-02 2.552194502283984881e-02 3.005582427999997988e-02 2.947093199999999483e-02 2.299066774000005017e-02 2.947839964999993817e-02 2.956266843284001758e-02 2.947172622999987696e-02 1.347247009000020548e-02 3.450806886999999157e-02 2.907402647000001394e-02 3.045323486999996013e-02 2.729392681283998243e-02 2.669650115999993439e-02 3.499309997000000366e-02 2.453413087000008014e-02 2.095800780999998100e-02 2.403908236284000785e-02
3.503013922029999350e+01 2.250373534000027487e-02 2.936076109283942623e-02 2.850753097999995586e-02 3.068390349000001127e-02 3.330623473999985706e-02 3.051616211000036938e-02 2.550610487283977434e-02 3.015182496000015644e-02 2.962626646999997476e-02 2.291536254999993957e-02 2.931283874999998998e-02 2.962081624284000972e-02 2.958091392000014933e-02 1.331719817999983159e-02 3.449283752999981328e-02 2.916276551000030262e-02 3.052352904999991109e-02 2.731482832283997977e-02 2.654376981999994473e-02 3.496376343999982317e-02 2.470523376000019131e-02 2.079006957999990704e-02 2.428880369284013366e-02
3.603013922029999350e+01 2.250123291000054315e-02 2.927212811283973204e-02 2.848500214000032268e-02 3.075123290999945413e-02 3.325463257000046968e-02 3.074473266999921267e-02 2.527475416284053270e-02 3.024391021000010296e-02 2.976499786999993458e-02 2.275112609000009417e-02 2.922747496999991354e-02 2.981155607283999392e-02 2.946764146000014142e-02 1.329978483999993792e-02 3.443684541000011784e-02 2.927060545999977254e-02 3.039892580000005257e-02 2.733559780283994697e-02 2.679853438999989582e-02 3.472066651999994313e-02 2.476243285000018571e-02 2.071734009000028923e-02 2.453326188283974640e-02
3.703013922029999350e+01 2.250053101000012296e-02 2.920783140284031673e-02 2.835356827000023311e-02 3.111377867999957567e-02 3.307261352000010618e-02 3.076303712000007934e-02 2.520062390283994702e-02 3.032987671000000884e-02 2.977486572999987410e-02 2.270493468000006620e-02 2.902132874000008106e-02 2.999623549283996979e-02 2.950236357999983655e-02 1.300743256000023475e-02 3.450429991999990481e-02 2.966569112333340696e-02 2.993708902666659954e-02 2.740271436284006171e-02 2.703026885999988693e-02 3.448619842999996882e-02 2.500246887000030088e-02 2.047969971000020498e-02 2.469660645283959163e-02
3.803013922029999350e+01 2.248359985999996008e-02 2.926789684284033383e-02 2.844910125999995307e-02 3.131033478999997732e-02 3.275456948666662788e-02 3.072995809333322129e-02 2.526690198284024802e-02 3.025003052000001941e-02 3.003446655000006904e-02 2.267854308999978780e-02 2.880578919000017710e-02 2.998463689283994288e-02 2.951562997999994734e-02 1.301120298000023497e-02 3.449832763999947927e-02 3.001866456000045619e-02 2.932399901499986583e-02 2.765032864783995709e-02 2.688365325500008049e-02 3.465848159500010267e-02 2.499639893999992465e-02 2.046080321999979926e-02 2.477488148284014494e-02
3.903013922029999350e+01 2.241481933333318299e-02 2.949826795284027359e-02 2.823153382000036932e-02 3.148299253999939373e-02 3.278906860000060930e-02 3.048546752999973380e-02 2.553316176283990449e-02 3.000476684000004737e-02 3.021766967999974310e-02 2.266551819000035134e-02 2.865161437999986377e-02 2.998032972283999620e-02 2.954470367999992991e-02 1.300389862000010839e-02 3.450176085000020848e-02 3.019597473999968001e-02 2.895772707000010202e-02 2.780292797284005316e-02 2.671827085999993814e-02 3.501799928000000339e-02 2.497880248000001330e-02 2.028933105999967609e-02 2.500898191284031680e-02
4.003013922029999350e+01 2.255086670000018903e-02 2.950452633283978318e-02 2.820549851000005159e-02 3.172709503999976421e-02 3.292349547666683501e-02 3.011230469333338669e-02 2.572251263283999514e-02 2.983145446999987960e-02 3.020176543999987182e-02 2.296586915000027596e-02 2.849027099999984838e-02 2.985209408284003954e-02 2.950109635000012359e-02 1.301236876999992131e-02 3.449732970999976056e-02 3.045243836000029181e-02 2.862415771333326128e-02 2.792520047950665732e-02 2.669813308000002633e-02 3.501973420000049214e-02 2.520913694999908292e-02 2.006965944000039734e-02 2.502209922284003019e-02
4.103013922029999350e+01 2.241063233000008953e-02 2.994111767283991546e-02 2.825489502999971661e-02 3.175530089000058037e-02 3.298006591999946835e-02 3.002633058000064858e-02 2.574778119283957847e-02 2.975655059999999033e-02 3.025446776999997367e-02 2.298796693000006164e-02 2.850567014999996762e-02 2.932707136284001467e-02 2.959998459500007978e-02 1.334343490500014030e-02 3.434043578999990132e-02 3.064542846999995448e-02 2.851954345999988677e-02 2.799578991283992874e-02 2.676043396999994162e-02 3.502113036999981305e-02 2.523156432000105143e-02 1.983306885999918528e-02 2.517969093284009446e-02
4.203013922029999350e+01 2.269060668333379438e-02 3.042236158283942449e-02 2.825773315999977053e-02 3.174760131000039370e-02 3.276080018000029903e-02 3.024363402999952211e-02 2.557720013283999380e-02 2.993592986999992628e-02 3.025109862999979596e-02 2.298273316000033761e-02 2.806010742799997654e-02 2.929146711483996898e-02 2.970022276999993716e-02 1.349346466999977630e-02 3.431610107000051396e-02 3.118542419199975615e-02 2.800767577800003863e-02 2.800462934284000602e-02 2.699016877999993111e-02 3.501779480000041106e-02 2.523040159999945936e-02 1.956203612000026459e-02 2.544885208283992686e-02
4.303013922029999350e+01 2.294268392666660994e-02 3.056571130617316903e-02 2.821199797999997955e-02 3.178460692000007609e-02 3.270612793999971152e-02 3.019053955999988909e-02 2.560711957284022428e-02 2.990367278000012619e-02 3.033040161999997486e-02 2.298300169999986306e-02 2.767453002000002174e-02 2.951122191284002994e-02 2.965194474000008851e-02 1.367256467999995902e-02 3.395599976499980022e-02 3.183112795500003117e-02 2.772360838000013233e-02 2.801445905283990109e-02 2.701080170000022887e-02 3.500666197999962453e-02 2.527566528000024793e-02 1.937526856000040473e-02 2.552178175283959308e-02
4.403013922029999350e+01 2.325095824000018158e-02 3.050859665284044731e-02 2.819276579000015714e-02 3.162656860999959324e-02 3.287056884000048862e-02 3.000540160999953451e-02 2.580475294284008056e-02 2.971454162000009003e-02 3.049116822999985849e-02 2.305816649000009752e-02 2.743460082999999924e-02 2.951535703284002832e-02 2.982916947000007965e-02 1.373696592999986039e-02 3.355372926000017852e-02 3.233745828999983613e-02 2.754654744000004096e-02 2.801976225283992622e-02 2.700053330000027826e-02 3.500262754999967224e-02 2.512303772000014021e-02 1.936557007000010502e-02 2.551398870283987791e-02
4.503013922029999350e+01 2.350493163999999371e-02 3.050603009283997871e-02 2.794673308999999842e-02 3.180846253000017831e-02 3.275387572999970826e-02 2.974478638599989747e-02 2.625208386684023398e-02 2.952672118000018719e-02 3.023355103399975527e-02 2.350892333600020437e-02 2.717249145999985419e-02 2.951825696283994979e-02 3.007773896000007913e-02 1.375050201000012698e-02 3.348020019999967123e-02 3.249967039999994423e-02 2.719779664000016028e-02 2.802246305284006658e-02 2.705763472000016767e-02 3.500752869999996381e-02 2.524170837999918302e-02 1.919239501000047365e-02 2.556827117284014850e-02
4.603013922029999350e+01 2.351043701000016944e-02 3.050415479283967793e-02 2.795286712999986781e-02 3.192892914000003413e-02 3.263360596999955593e-02 2.948579711000056877e-02 2.670056896283988512e-02 2.927349243000025927e-02 3.004146729999956564e-02 2.395526733000026554e-02 2.692139892999994080e-02 2.951442738283999515e-02 3.032470359999983947e-02 1.368416748999989017e-02 3.355683288000036596e-02 3.249266663000000693e-02 2.694899901999988148e-02 2.802236234284000496e-02 2.731123580999992445e-02 3.499472959999984367e-02 2.525466920000035351e-02 1.900073241999998552e-02 2.556673633283992192e-02
4.703013922029999350e+01 2.347861328000096920e-02 3.051286299283931247e-02 2.801079863999966779e-02 3.167399901999997519e-02 3.281900940000086891e-02 2.949118651999888333e-02 2.676322233284056384e-02 2.878162243428590214e-02 3.029868686571405081e-02 2.401347046000030377e-02 2.684960326999971669e-02 2.951204856284002712e-02 3.057528036000003308e-02 1.343643341999977564e-02 3.361789549999957827e-02 3.268654176000074935e-02 2.668616332999988738e-02 2.809502545283996955e-02 2.745566863000003729e-02 3.498146668000044757e-02 2.530619507999945159e-02 1.900073242000071411e-02 2.550049839283935818e-02
4.803013922029999350e+01 2.349206541999883380e-02 3.048619979284069442e-02 2.803780057999974776e-02 3.145516053000028261e-02 3.300980529000007574e-02 2.949572754999971874e-02 2.666542798284010640e-02 2.847813822000001133e-02 3.064113057000019541e-02 2.402051086999983792e-02 2.650898804399992592e-02 2.973401866884016129e-02 3.080308227999985216e-02 1.318713074000006646e-02 3.375380250000016569e-02 3.273966368999974702e-02 2.650053711000011775e-02 2.834686109284018443e-02 2.736200255999974781e-02 3.506770020000003762e-02 2.526329956000045174e-02 1.898173216999930399e-02 2.550150205284028304e-02
