# r	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	h_20	h_21	h_22	h_23	
1.203013922029999883e+01 6.065083313000004637e+02 7.140115051499997207e+02 1.040943374999999378e+02 2.464546813999995720e+02 3.940400085000001127e+02 5.700579834000000119e+02 7.200029907000007370e+02 9.526235199999996439e+01 2.377596588000001248e+02 3.952956543000000238e+02 -2.523119727142000102e+02 -1.073266363641999988e+02 4.636605834999994613e+01 1.889489899999998670e+02 2.615319823999998334e+02 4.339716491999997743e+02 -1.862620001642003444e+02 -2.227127746420001131e+01 1.164044913999999835e+02 2.412203368999998929e+02 4.377506714000001011e+02 5.353416747999999643e+02 6.428363036999999167e+02 1.641325380000000678e+01
1.303013922029999705e+01 6.070890198500001134e+02 7.146996459999991202e+02 1.045423355000000356e+02 2.461036530000001221e+02 3.944116516000003685e+02 5.707225036999998338e+02 7.206816711999999825e+02 9.571295170000007602e+01 2.381783295000000180e+02 3.940714187749997564e+02 -2.518353186642000310e+02 -1.066753302642000563e+02 4.587618259999999282e+01 1.894096527000001515e+02 2.619470215999999709e+02 4.336119843000001310e+02 -1.855947943641999700e+02 -2.185062316419998751e+01 1.168841743499999666e+02 2.419149933000003330e+02 4.382070007000002079e+02 5.357806397000003926e+02 6.432349854000003688e+02 1.592654620000001842e+01
1.403013922029999705e+01 6.065830077999999048e+02 7.128540649400001712e+02 1.051591797000000952e+02 2.454411544499998854e+02 3.950361481000004460e+02 5.704533386499997505e+02 7.204418334999991202e+02 9.521175000000005184e+01 2.376459961000000476e+02 3.920844523333332177e+02 -2.523709784641996521e+02 -1.071512823141999888e+02 4.624835589999997865e+01 1.888759841999999480e+02 2.625756988500002080e+02 4.329418487499997354e+02 -1.858421393141998124e+02 -2.123828801420006585e+01 1.184635670999999348e+02 2.416968231500000002e+02 4.376843414499994651e+02 5.352346802000001844e+02 6.438616638500006957e+02 1.542139055000001235e+01
1.503013922029999705e+01 6.061798095999993166e+02 7.119739990000016405e+02 1.057356719999997949e+02 2.456753234999996494e+02 3.956906739000005473e+02 5.707203368999998929e+02 7.199098205499994947e+02 9.575581739999995534e+01 2.381386718499998096e+02 3.911623229999995601e+02 -2.518869390642003054e+02 -1.069076300642000206e+02 4.689151959999998098e+01 1.894101410000000669e+02 2.640839029999997365e+02 4.331876831000008679e+02 -1.856233282641996993e+02 -2.062961486420010715e+01 1.193890075999997862e+02 2.419456787999997687e+02 4.382328338500001337e+02 5.357149964000000182e+02 6.444713135000001785e+02 1.482248400000000288e+01
1.603013922029999705e+01 6.063609618999998929e+02 7.108479004000000714e+02 1.052101708000000144e+02 2.468431040666664558e+02 3.951876984000000448e+02 5.713313293999999587e+02 7.194367066000013438e+02 9.548788454999998976e+01 2.387583312999995542e+02 3.906433410999998159e+02 -2.523731299142000353e+02 -1.074108038642000338e+02 4.663209915000004457e+01 1.892008591000001161e+02 2.650333252000000357e+02 4.338301849500003300e+02 -1.850234442641999522e+02 -2.007514101420008501e+01 1.188801765499997600e+02 2.414059982499998114e+02 4.379935150000001158e+02 5.356740112999996200e+02 6.451021728500008976e+02 1.504263500000001841e+01
1.703013922029999705e+01 6.067863159000007727e+02 7.107429809999994177e+02 1.054486618000000817e+02 2.480143279999992956e+02 3.954506836000000476e+02 5.718843383999992511e+02 7.189620056500007195e+02 9.570904539999992267e+01 2.392063446000001932e+02 3.902133331499999258e+02 -2.520559454641997945e+02 -1.071352911641997707e+02 4.689376839999999902e+01 1.894800109999996494e+02 2.654280091000000539e+02 4.338743286000008084e+02 -1.843852910641999188e+02 -1.998862366420007675e+01 1.192123412999999346e+02 2.416839904999997088e+02 4.382400207999999111e+02 5.355109863500001666e+02 6.457063598999993701e+02 1.550482849999997370e+01
1.803013922029999705e+01 6.070809936499990727e+02 7.111510009999983595e+02 1.061046601000000464e+02 2.482911682499998278e+02 3.966364339000004406e+02 5.713613280999998096e+02 7.183376769999995304e+02 9.520175934999997480e+01 2.394993362499999421e+02 3.895826569000000745e+02 -2.517619543641999371e+02 -1.064708319142000619e+02 4.636082844999998542e+01 1.906739857999997696e+02 2.657173309499999050e+02 4.336445313000003807e+02 -1.839623175642000206e+02 -2.057666686420003543e+01 1.195250053999998272e+02 2.419918213000000833e+02 4.376928406499991979e+02 5.361380004999991797e+02 6.451813354499990965e+02 1.580677945000002182e+01
1.903013922029999705e+01 6.064458618000007846e+02 7.117580261499988410e+02 1.068116761000001134e+02 2.479898300499999095e+02 3.980421599999999671e+02 5.717046509000010701e+02 7.180440063499991084e+02 9.550861359999998967e+01 2.391966629500002455e+02 3.889231720500001757e+02 -2.521249609641999996e+02 -1.057933111642000767e+02 4.670002750000003289e+01 1.917893218999997771e+02 2.651296539499999199e+02 4.342333068999996613e+02 -1.833151617642001838e+02 -2.118399721420001924e+01 1.188825035999998363e+02 2.416983413500001916e+02 4.379793396000004577e+02 5.367200013000001491e+02 6.454743653000004997e+02 1.548987915000000726e+01
2.003013922029999705e+01 6.058205261999992217e+02 7.114578247499994177e+02 1.071115112499999213e+02 2.486003266000006988e+02 3.986603393999994296e+02 5.720540161500011891e+02 7.186533202999999048e+02 9.582484825000005912e+01 2.398333283000001757e+02 3.886269836499996018e+02 -2.523926153642000827e+02 -1.051658087641999373e+02 4.698637204999999994e+01 1.920651626499998201e+02 2.644965057499994145e+02 4.348471527499996228e+02 -1.826866217642000265e+02 -2.176517396420001660e+01 1.182203407500001049e+02 2.423520050000006449e+02 4.382503356999995958e+02 5.373463135000001785e+02 6.458231507000000420e+02 1.515968035000000214e+01
2.103013922029999705e+01 6.051978149500009749e+02 7.117846680000002380e+02 1.065303420999998707e+02 2.490043334999991202e+02 3.992503357000005053e+02 5.714475097999984428e+02 7.190859984999988228e+02 9.527677159999984724e+01 2.402483368000002883e+02 3.894613648000001263e+02 -2.521012945642005434e+02 -1.045129766641998685e+02 4.666626555000004828e+01 1.915290070000000924e+02 2.638815002499995899e+02 4.355090027000005648e+02 -1.820698004641999432e+02 -2.206098086420001891e+01 1.179258384999998270e+02 2.427533416999995097e+02 4.379561615000002348e+02 5.377899781000014627e+02 6.455211486999996850e+02 1.546646600000002536e+01
2.203013922029999705e+01 6.046414795500004402e+02 7.122373047000000952e+02 1.067561683999999786e+02 2.491903305499999988e+02 3.998819886000001134e+02 5.708355102999994415e+02 7.197336426000001666e+02 9.553190614999994068e+01 2.402581736333334845e+02 3.903158721999998306e+02 -2.517879858641999817e+02 -1.042338018642001316e+02 4.651108930000009423e+01 1.921496734500001367e+02 2.633819884999993519e+02 4.357966614499991920e+02 -1.822280035641997529e+02 -2.225333316420017127e+01 1.173184929000003649e+02 2.429984970499999690e+02 4.373608093999991979e+02 5.384414672999992035e+02 6.461716309000003093e+02 1.577288914999996905e+01
2.303013922029999705e+01 6.040623168999991321e+02 7.132086791999996649e+02 1.065343246499999168e+02 2.489619980000006763e+02 4.003200073000007251e+02 5.702216492000006838e+02 7.204003296000009868e+02 9.530460740000012265e+01 2.402619934499998635e+02 3.902781524999991234e+02 -2.523643254641992826e+02 -1.047883062641999459e+02 4.647901350000006460e+01 1.927546691999996256e+02 2.640211639499993908e+02 4.352443237000006775e+02 -1.822723150642000292e+02 -2.227429871420002883e+01 1.164733200000000579e+02 2.427596665000000939e+02 4.365089721999993344e+02 5.390743408000016643e+02 6.476237640500003181e+02 1.523648360000004232e+01
2.403013922029999705e+01 6.042745056500007195e+02 7.146856689500000357e+02 1.071283340999998472e+02 2.495178375500008769e+02 4.009263305499998751e+02 5.696036682499998278e+02 7.209926758000001428e+02 9.585153964999994969e+01 2.407749862499995288e+02 3.907924804999984190e+02 -2.522244431641999256e+02 -1.045853033142002459e+02 4.700145344999998542e+01 1.930253524999998263e+02 2.645131836500004283e+02 4.354666747999999643e+02 -1.817391424642000857e+02 -2.173798281420005196e+01 1.167013360000000830e+02 2.433673400999996375e+02 4.364201354999998443e+02 5.396703490999989299e+02 6.496451721499997802e+02 1.543952230000002146e+01
2.503013922029999350e+01 6.040569763000003150e+02 7.153089599999984785e+02 1.077760124500000529e+02 2.489779968000002555e+02 4.015286560000004101e+02 5.690853271999985736e+02 7.215599976000012248e+02 9.530305480000015450e+01 2.402423096000002261e+02 3.902626648000004934e+02 -2.525759954641998775e+02 -1.048651495142003114e+02 4.648632049999991978e+01 1.927978287000000819e+02 2.638593444999996791e+02 4.352273407000002408e+02 -1.822459479642002407e+02 -2.236048041420013988e+01 1.164398422499998560e+02 2.435346680000002380e+02 4.352936707000008028e+02 5.402986449999989418e+02 6.502793578999990132e+02 1.518072945000000118e+01
2.603013922029999350e+01 6.045895080999998754e+02 7.156790160999989894e+02 1.084486618000000817e+02 2.486509933500001353e+02 4.019276733999995486e+02 5.694959716999983357e+02 7.219609985999995843e+02 9.488824465000016062e+01 2.407133178999993106e+02 3.898905029500001547e+02 -2.518924780141996962e+02 -1.042283087641999373e+02 4.691686639999988984e+01 1.933064880500000982e+02 2.633913269000004220e+02 4.358003234999996494e+02 -1.818133306642002935e+02 -2.298099431420013161e+01 1.170933379999996760e+02 2.431949920999995811e+02 4.348639984499986895e+02 5.415868937666660941e+02 6.506936645999994653e+02 1.572821050000004561e+01
2.703013922029999350e+01 6.040646362000006775e+02 7.151633301000001666e+02 1.079947548499999357e+02 2.479958267499996509e+02 4.014133301000001666e+02 5.700353394000012486e+02 7.225701599000003625e+02 9.505496219999986351e+01 2.413369979999997668e+02 3.892198334000004252e+02 -2.521763068141999611e+02 -1.028839890641999517e+02 4.639746669999999540e+01 1.927806548999997176e+02 2.629286347000006572e+02 4.353966522500013525e+02 -1.812139960141998927e+02 -2.352762516420000338e+01 1.166523400000000947e+02 2.438483352499997636e+02 4.342171783499998128e+02 5.425773316000013438e+02 6.501428222499998810e+02 1.519430069999998523e+01
2.803013922029999350e+01 6.044779663000008441e+02 7.156820068500001071e+02 1.081105066666665806e+02 2.482536620999999286e+02 4.018748474499989243e+02 5.706326904999987164e+02 7.224312540666675204e+02 9.576174545000003491e+01 2.419613496000001760e+02 3.894686890000011772e+02 -2.519666510642000503e+02 -1.019563360642005136e+02 4.692319869999994353e+01 1.932440186000003450e+02 2.623628387999997358e+02 4.356176453000007314e+02 -1.806089849642003173e+02 -2.393711001420007278e+01 1.161105118499999662e+02 2.444869995000008203e+02 4.336070251499986625e+02 5.432136841000010463e+02 6.506911621500003093e+02 1.485576154999995424e+01
2.903013922029999350e+01 6.039641724000011891e+02 7.163236694000006537e+02 1.087845039499998165e+02 2.477371597500005009e+02 4.035281270666661726e+02 5.701483459499995661e+02 7.225740356999995129e+02 9.548551559999964411e+01 2.426445083999997223e+02 3.899060060000010708e+02 -2.513303137142002015e+02 -1.012863226642002701e+02 4.667945295000015449e+01 1.927155075000000579e+02 2.616868285999998989e+02 4.347906493999998929e+02 -1.799683295141999224e+02 -2.457797916420003048e+01 1.140422088999999630e+02 2.451044998500001384e+02 4.329618377499991766e+02 5.429985046500005410e+02 6.504539795000000595e+02 1.415857694999999694e+01
3.003013922029999350e+01 6.044843140000011772e+02 7.169821472500007076e+02 1.094093322999997326e+02 2.480686492999993789e+02 4.044486695000014151e+02 5.704486695000014151e+02 7.230289917000009154e+02 9.513635249999970256e+01 2.432416687000004458e+02 3.905249939500008622e+02 -2.506936407642006088e+02 -1.005923223642002995e+02 4.685857020000003104e+01 1.929673309999998310e+02 2.613129883000001428e+02 4.341629791499999556e+02 -1.793153448642005969e+02 -2.430564026420006485e+01 1.125376662999997279e+02 2.457383422999992035e+02 4.315155182250000507e+02 5.432666625999991084e+02 6.500873412999972061e+02 1.380893809999997757e+01
3.103013922029999350e+01 6.044583129999991797e+02 7.176350097999966238e+02 1.088504982499998732e+02 2.491877747000004604e+02 4.038836670000000595e+02 5.707536621999988711e+02 7.236751709000018309e+02 9.457651144999999815e+01 2.426928406500001074e+02 3.911026611000015691e+02 -2.502546454641997116e+02 -1.011534796142000232e+02 4.632767294999985097e+01 1.935888214000005974e+02 2.607731628999999884e+02 4.338675079499989806e+02 -1.798478155642005731e+02 -2.391965396420005163e+01 1.123245086500000980e+02 2.452026672499996494e+02 4.298601837499991234e+02 5.426774902500001190e+02 6.495186767499981215e+02 1.325639010000003282e+01
3.203013922029999350e+01 6.042706909000007727e+02 7.180399780000007013e+02 1.091773376999999527e+02 2.505263214500000686e+02 4.042006836000000476e+02 5.704614868500011653e+02 7.243039550999965286e+02 9.427538299999969240e+01 2.429526671999992686e+02 3.917469940500013763e+02 -2.495929785642001661e+02 -1.008516607642004601e+02 4.660223390000010113e+01 1.942336577999994915e+02 2.604804992500003209e+02 4.341866760000011709e+02 -1.795776739642005850e+02 -2.361347106419998454e+01 1.119936828499999137e+02 2.454659881999996287e+02 4.255275213363638613e+02 5.429660034000007727e+02 6.488583375000016531e+02 1.262948704999996608e+01
3.303013922029999350e+01 6.049033204000006663e+02 7.186217957000008028e+02 1.095111579999997957e+02 2.501881561500003954e+02 4.048598327499985317e+02 5.710846558000012010e+02 7.245864868500029843e+02 9.487896739999996498e+01 2.441031087333334142e+02 3.924033202999999048e+02 -2.489606390642002225e+02 -1.005848150642000292e+02 4.697476959999994506e+01 1.945186615000002348e+02 2.610736694000006537e+02 4.345228271500000119e+02 -1.784073248641998362e+02 -2.424149226419990555e+01 1.113611602500000117e+02 2.457524948000000222e+02 4.211221618500003387e+02 5.432894897499991202e+02 6.482073363999988942e+02 1.199956849999995256e+01
3.403013922029999350e+01 6.055010071000015159e+02 7.183103332499995304e+02 1.089091720999999779e+02 2.505116577000007965e+02 4.046066895000003569e+02 5.714244995499993820e+02 7.239254760500007251e+02 9.520288849999997183e+01 2.454820098999998663e+02 3.928366698999998334e+02 -2.485423040641999251e+02 -1.011503058142002374e+02 4.666303634999985661e+01 1.940216674999992392e+02 2.613840179500002705e+02 4.339243623000002117e+02 -1.770378180141997291e+02 -2.477164366419992803e+01 1.116979903999999806e+02 2.451804961999996522e+02 4.201459960499996669e+02 5.428166504000000714e+02 6.476066894499999762e+02 1.146978860000001532e+01
3.503013922029999350e+01 6.053063355000012962e+02 7.178250122000026749e+02 1.082965049999997973e+02 2.508341598999995767e+02 4.042536773499996343e+02 5.707848510499989061e+02 7.233656616000007489e+02 9.456387329999961366e+01 2.453229981000004045e+02 3.934543304500002705e+02 -2.483011694642000293e+02 -1.017369757142000708e+02 4.636710549999997966e+01 1.942716751000007207e+02 2.608576659999998810e+02 4.333218536499989568e+02 -1.771966314641995268e+02 -2.457898621419997198e+01 1.119951553999999305e+02 2.447140044999996462e+02 4.195328216999987490e+02 5.430589904999997088e+02 6.470093383999992511e+02 1.212104419999997162e+01
3.603013922029999350e+01 6.052655029499983357e+02 7.177716675000010582e+02 1.077999953999997160e+02 2.502250061000013375e+02 4.039811706499986030e+02 5.702543335000009392e+02 7.239779968499969982e+02 9.401945499999965250e+01 2.452390060500001709e+02 3.940639953999998397e+02 -2.485126868141996965e+02 -1.023753119642001366e+02 4.668246839999983422e+01 1.940206757000005382e+02 2.605195999000002303e+02 4.327038269500008028e+02 -1.772754584142003296e+02 -2.528082941420007046e+01 1.113971595999996680e+02 2.453898315499991440e+02 4.189931641499988473e+02 5.428053283999997802e+02 6.463920288500012248e+02 1.272602559999995719e+01
3.703013922029999350e+01 6.058143310499981453e+02 7.183169860999987577e+02 1.080238304500003323e+02 2.497916718000014953e+02 4.053605651999993711e+02 5.707236327999999048e+02 7.245388184000003093e+02 9.420962525000004462e+01 2.458590088000000833e+02 3.947333374499994534e+02 -2.480743018142002256e+02 -1.029676581141998213e+02 4.701351935000002413e+01 1.945253372499992111e+02 2.595625000500003807e+02 4.320839996499998961e+02 -1.759198573975330362e+02 -2.623441226420004568e+01 1.107791595500002586e+02 2.459305038499996954e+02 4.183614959999995335e+02 5.433738403500010463e+02 6.457723389000020688e+02 1.292305850000002465e+01
3.803013922029999350e+01 6.052969970999984071e+02 7.177149963999981992e+02 1.077221679499998572e+02 2.499676742499996180e+02 4.065193481999995129e+02 5.702921956333326534e+02 7.239419860999987577e+02 9.394418335000000297e+01 2.451943359500000952e+02 3.953666687000004458e+02 -2.475729285142006120e+02 -1.035439825641997231e+02 4.637920189999999820e+01 1.939573517999997421e+02 2.590133667000009154e+02 4.315050048999983119e+02 -1.747339849641994078e+02 -2.811398988920007014e+01 1.101376533499997095e+02 2.445559196250001150e+02 4.178483276000006299e+02 5.428303223000002617e+02 6.451343383999992511e+02 1.267643314999997983e+01
3.903013922029999350e+01 6.051472168333324362e+02 7.172213134999983595e+02 1.083803405999997267e+02 2.495380097000015667e+02 4.069529723999985436e+02 5.708983154000015929e+02 7.233256530500002555e+02 9.465914919999977428e+01 2.446829834000000119e+02 3.957713317999987339e+02 -2.472333899141995062e+02 -1.039753180142001838e+02 4.592633059999980105e+01 1.936498489999994490e+02 2.586693420999999944e+02 4.311781463500010432e+02 -1.741742926142005672e+02 -2.938565726420006285e+01 1.096289826000001995e+02 2.432203368999998929e+02 4.183103332999999111e+02 5.432043456999999762e+02 6.446510009999983595e+02 1.336359789999994518e+01
4.003013922029999350e+01 6.039853516000002855e+02 7.167396851000012248e+02 1.079300041000001329e+02 2.489574966500003939e+02 4.075929718499992305e+02 5.722104492333334065e+02 7.227719727000003331e+02 9.505222320000029868e+01 2.442094955499997013e+02 3.952183227499990608e+02 -2.462846441641995625e+02 -1.038332891642003233e+02 4.542718124999987594e+01 1.929326630000005025e+02 2.579945068500001071e+02 4.304811553999988973e+02 -1.735889654641996458e+02 -3.046817689753333980e+01 1.091578254999999444e+02 2.426484909000000698e+02 4.177471619000025385e+02 5.437928466499979550e+02 6.441411438499999349e+02 1.291932730000002039e+01
4.103013922029999350e+01 6.027502441500000714e+02 7.148034058000005189e+02 1.081766815000000861e+02 2.494511566499986657e+02 4.082276611000015691e+02 5.731279906999989180e+02 7.232596436000021640e+02 9.566623690000005809e+01 2.444489899000000150e+02 3.957213287499998842e+02 -2.456711492641998120e+02 -1.031427985141999670e+02 4.349255830000011258e+01 1.914924812750005003e+02 2.582096558000012010e+02 4.299118347500007076e+02 -1.731933355641995149e+02 -3.059561826420008401e+01 1.093833312999995542e+02 2.431855011499992543e+02 4.182911529999983031e+02 5.444489746000035666e+02 6.436143188999994891e+02 1.318046089999995729e+01
4.203013922029999350e+01 5.995741272333337974e+02 7.130271606500027701e+02 1.088066558999998961e+02 2.500953216999987490e+02 4.088333282500007044e+02 5.726373291500021878e+02 7.238554992999997921e+02 9.540918729999975767e+01 2.450888366499993936e+02 3.963443297999983770e+02 -2.450743170641999313e+02 -1.047737799242000563e+02 4.168355564999978924e+01 1.901846694999994725e+02 2.576519928499983507e+02 4.292324982000009186e+02 -1.711726935042002822e+02 -3.113431461420009327e+01 1.088888320999999451e+02 2.438396759999995993e+02 4.189286500000016531e+02 5.450806579999989481e+02 6.428908386000002793e+02 1.380278634999996257e+01
4.303013922029999350e+01 5.982523193000015453e+02 7.129657389333345918e+02 1.094619828000004418e+02 2.505219727000003331e+02 4.094450073000007251e+02 5.729756469999992987e+02 7.239283447999987402e+02 9.563162999999985914e+01 2.451499939000004815e+02 3.968020020000003569e+02 -2.446153021642003296e+02 -1.062426520642002288e+02 4.131345749999991313e+01 1.895731812000003629e+02 2.579360046000001603e+02 4.277160034249991440e+02 -1.694606694642006914e+02 -3.084262756420002916e+01 1.092296676999994816e+02 2.442836762000006274e+02 4.193169860999987577e+02 5.456953125000000000e+02 6.425716553000020212e+02 1.384825139999998100e+01
4.403013922029999350e+01 5.974108581999971648e+02 7.136656493999980739e+02 1.098763200000003053e+02 2.508401489500010939e+02 4.089729919999990670e+02 5.733258362000015040e+02 7.233528442499991797e+02 9.604429629999958706e+01 2.446170044000000416e+02 3.970728455499993288e+02 -2.439686346642001809e+02 -1.067956305142001838e+02 4.078115464999996220e+01 1.899270020000003569e+02 2.586118316499996581e+02 4.263804779500005679e+02 -1.682645432642002561e+02 -3.053180606420005461e+01 1.095670051999995849e+02 2.445696717000009812e+02 4.195828094499993313e+02 5.451979980500000238e+02 6.420258484000005410e+02 1.326347924999993211e+01
4.503013922029999350e+01 5.967641602000003331e+02 7.142888184000003093e+02 1.104866562000001977e+02 2.502203216500001872e+02 4.092626343000010820e+02 5.730320129499996256e+02 7.217559448799991060e+02 9.668405155000027662e+01 2.443176574500012066e+02 3.954854126199999769e+02 -2.433022833641989564e+02 -1.074398260641996785e+02 4.015145875000007436e+01 1.905401535500004684e+02 2.592926636000011058e+02 4.266936645999994653e+02 -1.671402960642008111e+02 -3.115131286420000833e+01 1.089610024000003250e+02 2.442491760000011709e+02 4.192868195000010019e+02 5.454953613999969093e+02 6.414573364499992749e+02 1.296637965000002168e+01
4.603013922029999350e+01 5.964030151500010106e+02 7.139552002000018547e+02 1.101436615000002348e+02 2.499079971499995736e+02 4.095526428499997564e+02 5.727206726999975217e+02 7.201496582500003569e+02 9.732019039999977394e+01 2.436876525500010757e+02 3.938949890499989124e+02 -2.426609869641997648e+02 -1.080539923142000589e+02 3.951814459999991413e+01 1.911416625999991084e+02 2.595625000499985617e+02 4.273466644500003895e+02 -1.665223150641995744e+02 -3.177731996420016003e+01 1.083344917499998701e+02 2.448906707999994978e+02 4.198643187999987276e+02 5.461376648000004934e+02 6.411413269000004220e+02 1.264269590000003518e+01
