# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	
9.503013922029998639e+01 2.542021713499980251e+02 8.647967530000460101e+01 -1.725868301250047807e+02 2.718168411249971541e+02 -1.644196777999895858e+02 -4.163373165000070912e+02
9.603013922029998639e+01 2.539258422999992035e+02 8.727583320000121603e+01 -1.718673401999985799e+02 2.696448364500029129e+02 -1.640586548000064795e+02 -4.164353615166633062e+02
9.703013922029998639e+01 2.543393325999986700e+02 8.703866579999885289e+01 -1.725449828999990132e+02 2.690264892500053975e+02 -1.636903381500087562e+02 -4.173329239199947551e+02
9.803013922029997218e+01 2.555858306999980414e+02 8.577015690000553150e+01 -1.722723389000057068e+02 2.687811584500050230e+02 -1.636078796500078170e+02 -4.183820729499952904e+02
9.903013922029997218e+01 2.568293304499966325e+02 8.478146360000391724e+01 -1.706375732500018785e+02 2.668504333500022767e+02 -1.627173359999990794e+02 -4.183797900000033110e+02
1.000301392202999722e+02 2.568776550500024314e+02 8.506599414999800501e+01 -1.697654875499974878e+02 2.647619780999993964e+02 -1.612741699499965762e+02 -4.187547550000044794e+02
1.010301392202999722e+02 2.567042999000077543e+02 8.613934329999028705e+01 -1.696535034499938774e+02 2.634348144999930810e+02 -1.599731292499927804e+02 -4.187471996000031140e+02
1.020301392202999722e+02 2.576623077999993257e+02 8.522085565000452334e+01 -1.692103576000044995e+02 2.625713805999948818e+02 -1.587361908499879064e+02 -4.187977966500068305e+02
1.030301392202999722e+02 2.576276702999984991e+02 8.487265015000593849e+01 -1.699979858500009868e+02 2.626183165999973426e+02 -1.587583312000060687e+02 -4.187420711999934611e+02
1.040301392202999722e+02 2.566744994999971823e+02 8.454716495001048315e+01 -1.697803344000058132e+02 2.627283324500021990e+02 -1.588118439000099897e+02 -4.177409677499936151e+02
1.050301392202999722e+02 2.562836608999969030e+02 8.482531740000558784e+01 -1.697124787000029755e+02 2.615399932500040450e+02 -1.573659362500038696e+02 -4.179233923000001596e+02
1.060301392202999722e+02 2.574296417333328577e+02 8.390267946666671151e+01 -1.699924926999992749e+02 2.614771728500018071e+02 -1.566684417500073323e+02 -4.176031245999952262e+02
1.070301392202999722e+02 2.577437362499979940e+02 8.358108515000157013e+01 -1.691596526999965135e+02 2.606320038499943621e+02 -1.563386841499959701e+02 -4.166906203500009269e+02
1.080301392202999722e+02 2.568687477749972459e+02 8.333468620000348892e+01 -1.693780211999983294e+02 2.611383666000037920e+02 -1.569560242000006838e+02 -4.156832599000053960e+02
1.090301392202999722e+02 2.559448394499977439e+02 8.315998845000285655e+01 -1.687328338499974052e+02 2.606371459999973013e+02 -1.577131754666625056e+02 -4.148966544333379716e+02
1.100301392202999722e+02 2.565638580000049842e+02 8.220982360000198241e+01 -1.674720306000053824e+02 2.603455047499992361e+02 -1.574183349499992914e+02 -4.149117327000005275e+02
1.110301392202999722e+02 2.562403412000003300e+02 8.220668030000524595e+01 -1.665330353000026662e+02 2.594186553999970783e+02 -1.555435079333304316e+02 -4.164590965666686202e+02
1.120301392202999722e+02 2.540539703799979065e+02 8.219718930000817636e+01 -1.662096863000042504e+02 2.593756714000046486e+02 -1.549660034000116866e+02 -4.164052400999944439e+02
1.130301392202999722e+02 2.518815154499970959e+02 8.230732725000416394e+01 -1.661813659000035841e+02 2.595268554499998572e+02 -1.543729858500009868e+02 -4.163862848499968550e+02
1.140301392202999722e+02 2.508676910249996581e+02 8.302815247499529505e+01 -1.661318359499928192e+02 2.604333191499972600e+02 -1.554313507499973639e+02 -4.162036991500012846e+02
1.150301392202999722e+02 2.493368378166608750e+02 8.442817683334095591e+01 -1.661994933500027400e+02 2.613936614500053111e+02 -1.552566325000079814e+02 -4.165674879999976383e+02
1.160301392202999722e+02 2.475673217999938061e+02 8.615133670000068378e+01 -1.662683105999967665e+02 2.608270874000032791e+02 -1.543087462000063397e+02 -4.176968560999941928e+02
1.170301392202999722e+02 2.467358245499999612e+02 8.607446285000332864e+01 -1.662876280999989831e+02 2.610303039999926114e+02 -1.537379761999909533e+02 -4.173622560000053454e+02
1.180301392202999722e+02 2.464144897500009392e+02 8.735430905000248458e+01 -1.662961273000037181e+02 2.611143340999988141e+02 -1.537390288999959012e+02 -4.175505486000024575e+02
1.190301392202999722e+02 2.442656282928593328e+02 9.071217775714364961e+01 -1.673989867999989656e+02 2.622768401999928756e+02 -1.537726744999963557e+02 -4.175002289500007464e+02
1.200301392202999722e+02 2.424306945999960590e+02 9.437198383333696938e+01 -1.701513264999957755e+02 2.633123474166616802e+02 -1.526492004500032635e+02 -4.183751143499969203e+02
1.210301392202999722e+02 2.421056747499969788e+02 9.543447875000856584e+01 -1.712283020000031684e+02 2.645946655000007013e+02 -1.523643493999989005e+02 -4.193316765000049600e+02
1.220301392202999722e+02 2.417401733000006061e+02 9.599644470000203000e+01 -1.703259735000028741e+02 2.643471833000003244e+02 -1.530938415999989957e+02 -4.193998536499996135e+02
1.230301392202999722e+02 2.418848266999957559e+02 9.568449400000827154e+01 -1.700053558000072371e+02 2.639646911500021815e+02 -1.521220092500007013e+02 -4.203179211999993186e+02
1.240301392202999722e+02 2.427442220333408329e+02 9.535386654999456368e+01 -1.708665314000027138e+02 2.638946838499978185e+02 -1.511575164499954553e+02 -4.213137545500012493e+02
1.250301392202999722e+02 2.420992583416676496e+02 9.539320372500151279e+01 -1.712303466000012122e+02 2.639521483999997145e+02 -1.508125000000000000e+02 -4.213672566500024459e+02
1.260301392202999722e+02 2.401317199999990635e+02 9.764260250000222641e+01 -1.711543426499993075e+02 2.636441497999912826e+02 -1.495528259499988053e+02 -4.221531218999944031e+02
1.270301392202999722e+02 2.382075653000017041e+02 9.978329469999636103e+01 -1.696762771999965480e+02 2.606770279000011215e+02 -1.475002625000051921e+02 -4.226180734499939717e+02
1.280301392202999580e+02 2.376654968000002555e+02 1.014768524499959312e+02 -1.687278595000025234e+02 2.571369933500027400e+02 -1.452838133999975980e+02 -4.221718178000005537e+02
1.290301392202999580e+02 2.367573241500067525e+02 1.037034911999944597e+02 -1.687289734000005410e+02 2.523621104863672144e+02 -1.414589579863644531e+02 -4.212989497000010033e+02
1.300301392202999580e+02 2.372880554500006838e+02 1.041240844999992987e+02 -1.687126465000037570e+02 2.475546570000005886e+02 -1.364573364499956369e+02 -4.213229994500011344e+02
