# r	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	
2.303013922029999705e+01 5.415189820000014151e+02 5.415090331999999762e+02 5.415213623000017833e+02 5.415083617999989656e+02 5.415130004999991797e+02 5.429136354000002029e+02 5.414956664999990608e+02 5.429233397999996669e+02 5.429290161999997508e+02 5.414946899999995367e+02 5.429296265999983007e+02 5.414966430999993463e+02 5.414829711999991559e+02 5.417016602000003331e+02 5.414873656999989180e+02 5.416993408999987878e+02 5.428966676000018197e+02 5.424519044000007852e+02 5.416976623999998992e+02 5.416910095999992336e+02
2.403013922029999705e+01 5.413997803000007707e+02 5.417535095500006719e+02 5.417533264499998040e+02 5.417380066500008979e+02 5.413946940333335078e+02 5.432349853499999881e+02 5.417389832000008028e+02 5.432424926499988942e+02 5.432434997500004101e+02 5.417310180500007846e+02 5.432456359999996494e+02 5.413843384000005017e+02 5.417163391499998397e+02 5.410916443500009336e+02 5.417131958999998460e+02 5.415206909000007727e+02 5.432163085999982286e+02 5.432191772499991202e+02 5.415177001999982167e+02 5.410718383999992511e+02
2.503013922029999350e+01 5.401835022000013851e+02 5.407518921333333992e+02 5.415043334999991202e+02 5.407472330666665812e+02 5.401778259500006243e+02 5.426468200500003150e+02 5.407420857666656957e+02 5.415996093999995082e+02 5.416059326200004307e+02 5.407306721666669773e+02 5.426480102499990608e+02 5.401691589499987458e+02 5.407209065999995801e+02 5.401548462000009749e+02 5.414638367000006838e+02 5.407272338999997601e+02 5.426241760500015516e+02 5.415796020800000861e+02 5.414735107500000595e+02 5.401291809499998635e+02
2.603013922029999350e+01 5.395741577499993582e+02 5.395636596999993344e+02 5.420931701999998040e+02 5.395688476999985141e+02 5.395720215000001190e+02 5.410004638999998861e+02 5.395543213000000833e+02 5.395538330500003212e+02 5.395629883499987045e+02 5.395456543000000238e+02 5.409995361799992679e+02 5.395558166999999230e+02 5.395419922000000952e+02 5.395455322500001785e+02 5.409762695599995368e+02 5.395329894999995304e+02 5.409796020599999338e+02 5.395513305999993463e+02 5.409773315400001366e+02 5.395296631000001071e+02
2.703013922029999350e+01 5.390349730999987514e+02 5.390243530000007013e+02 5.414837035999989894e+02 5.390206909000007727e+02 5.390319823999998334e+02 5.390156250000000000e+02 5.390113525000015215e+02 5.390103148999987752e+02 5.390109862999997858e+02 5.390016479000005347e+02 5.390209961000000476e+02 5.390106812000012724e+02 5.389836426000001666e+02 5.389983522000002267e+02 5.389846801999992749e+02 5.389772950000005949e+02 5.389113464499987458e+02 5.390056762999993225e+02 5.389003296000009868e+02 5.389023438500007614e+02
2.803013922029999350e+01 5.386780091000000539e+02 5.386698304000001372e+02 5.402652435499994681e+02 5.386634826999998040e+02 5.386660156500001904e+02 5.386626282000015635e+02 5.386560059500006901e+02 5.386535034500011534e+02 5.386519776000004640e+02 5.386471863000006124e+02 5.386571655000007013e+02 5.386399842000009812e+02 5.386296691999996256e+02 5.386371764999985317e+02 5.386188354499990965e+02 5.386174926999992749e+02 5.384343262000002142e+02 5.386283264499998040e+02 5.384213257000010344e+02 5.384136352999994415e+02
2.903013922029999350e+01 5.379704894999995304e+02 5.388189697999987402e+02 5.383380126999994673e+02 5.379569701999989775e+02 5.379639892999985022e+02 5.379601745500003744e+02 5.379518432999993820e+02 5.379553223000002617e+02 5.379441528500010463e+02 5.379533386500006600e+02 5.379645080499994947e+02 5.379453125000000000e+02 5.379313354999994772e+02 5.379425049000001309e+02 5.379270019999985379e+02 5.379179992499994114e+02 5.379350280999988172e+02 5.379226989500002674e+02 5.379228210500004934e+02 5.379173278999987815e+02
3.003013922029999350e+01 5.373866577499993582e+02 5.383020019499999762e+02 5.382089844000001904e+02 5.373825073499992868e+02 5.373826599000003625e+02 5.381909789999990608e+02 5.381796875000000000e+02 5.381886597000011534e+02 5.373715209999991202e+02 5.373758240000006481e+02 5.381909789999990608e+02 5.381799926999992749e+02 5.373556518999994296e+02 5.373665161500011891e+02 5.381526488999988942e+02 5.373436584999999468e+02 5.381629638999984309e+02 5.373433532999988529e+02 5.381550293000000238e+02 5.373353271500000119e+02
3.103013922029999350e+01 5.375743408000016643e+02 5.376993408500002261e+02 5.377026672499996494e+02 5.375700073000007251e+02 5.375780029999987164e+02 5.376910095499988529e+02 5.376730346999993344e+02 5.376851807000002736e+02 5.375623168999991321e+02 5.375646363000014389e+02 5.376844787500012899e+02 5.376643371499994828e+02 5.375463257000010344e+02 5.375590210000009392e+02 5.376394959000008384e+02 5.375393067000004521e+02 5.376541442999987339e+02 5.375319823999998334e+02 5.376513367000006838e+02 5.375273438000003807e+02
3.203013922029999350e+01 5.380303344999992987e+02 5.380326538000008441e+02 5.380399780000007013e+02 5.380250243999980739e+02 5.380326538000008441e+02 5.380256957999990846e+02 5.380163573999998334e+02 5.380246581999999762e+02 5.380233154000015929e+02 5.380223388999984309e+02 5.380213622999981453e+02 5.380073241999998572e+02 5.380076293999991321e+02 5.380043335000009392e+02 5.379773559999994177e+02 5.379840087999982643e+02 5.379902953999990132e+02 5.379903564000014740e+02 5.381925964499987458e+02 5.379829711999991559e+02
3.303013922029999350e+01 5.383280029500001547e+02 5.383351440499991440e+02 5.383381652999996732e+02 5.383265075500003150e+02 5.383334656000006362e+02 5.383255310499989719e+02 5.383156738500001666e+02 5.383260192999987339e+02 5.383196716499987815e+02 5.383251648000004934e+02 5.383271789999998873e+02 5.383061523499982286e+02 5.383041687500008265e+02 5.383006591499997739e+02 5.382904968499988172e+02 5.382883301000001666e+02 5.382939758499996969e+02 5.382935180999993463e+02 5.383361206000008679e+02 5.382833252000000357e+02
3.403013922029999350e+01 5.377331848000012542e+02 5.377444763500006957e+02 5.377463379000000714e+02 5.377355041999999230e+02 5.377318115500002023e+02 5.377315369000007195e+02 5.377238464499987458e+02 5.377353210500004934e+02 5.377236633499996969e+02 5.377273254499996256e+02 5.377275391000002855e+02 5.377185059000003093e+02 5.377173156999997445e+02 5.377065124999990076e+02 5.376993407999998453e+02 5.377043457499985379e+02 5.376999817500000063e+02 5.377083435000004101e+02 5.376979981000004045e+02 5.376923218000010820e+02
3.503013922029999350e+01 5.371053162000007433e+02 5.371211548499995843e+02 5.371224670999981754e+02 5.371090088000000833e+02 5.371019897500009392e+02 5.371021728499999881e+02 5.371030273500000476e+02 5.371058350000002974e+02 5.370921630999982881e+02 5.370958557999983896e+02 5.371065063999994891e+02 5.370834961500004283e+02 5.370884704500003863e+02 5.370801696999988053e+02 5.370715026999987458e+02 5.370786744000015460e+02 5.370708313499999349e+02 5.370803527999996732e+02 5.370694885500015516e+02 5.370701904500001547e+02
3.603013922029999350e+01 5.364954834500003926e+02 5.365018311000003450e+02 5.365039978499989957e+02 5.364964904999997088e+02 5.364933167000017420e+02 5.364858398500000476e+02 5.364913329999999405e+02 5.364891662999998516e+02 5.364825134499988053e+02 5.364796753000009630e+02 5.364923400999978185e+02 5.364671631000001071e+02 5.364676818999996613e+02 5.364609985499992035e+02 5.364561462500005291e+02 5.364616394500008028e+02 5.364589844000001904e+02 5.364603271999985736e+02 5.364506836500004283e+02 5.364531860499992035e+02
3.703013922029999350e+01 5.358584900000023481e+02 5.359920043999991321e+02 5.358596802000029129e+02 5.358554992500030494e+02 5.358411559999985911e+02 5.358419800500014389e+02 5.358435058999984903e+02 5.358443604000021878e+02 5.358334961499986093e+02 5.358478393499990489e+02 5.358424988000006124e+02 5.358196716999991622e+02 5.358185119999998278e+02 5.358255004999991797e+02 5.358151551000028121e+02 5.358211670000000595e+02 5.359466553999991447e+02 5.358117980999995780e+02 5.358046875000000000e+02 5.357994995999997627e+02
3.803013922029999350e+01 5.352283020499999111e+02 5.361588440499999706e+02 5.353006592000019737e+02 5.353013305999993463e+02 5.352131652999996732e+02 5.352833251999982167e+02 5.352133178999993106e+02 5.352151489500029129e+02 5.352026672499996494e+02 5.352181701499976043e+02 5.352073669499986863e+02 5.352630004999991797e+02 5.351896667500004696e+02 5.352670287999972061e+02 5.351814880000019912e+02 5.351925048499997501e+02 5.361015014500007965e+02 5.352520141999993939e+02 5.351709899999987101e+02 5.351726684500026749e+02
3.903013922029999350e+01 5.347436524000004283e+02 5.355861511000002793e+02 5.355858154499983357e+02 5.355838317999987339e+02 5.347366333000027225e+02 5.355673217999974440e+02 5.347306518999976106e+02 5.347376709000018309e+02 5.347233276999977534e+02 5.347266845999984071e+02 5.347236938999994891e+02 5.355435180499989656e+02 5.347186890000011772e+02 5.355469970999984071e+02 5.346989746000035666e+02 5.347153321000005235e+02 5.355314941500000714e+02 5.355350036999989243e+02 5.345606690000022354e+02 5.346959838999973726e+02
4.003013922029999350e+01 5.351223144999967190e+02 5.353645019499999762e+02 5.353566284499975154e+02 5.351320189999969443e+02 5.351103516000002855e+02 5.353370056499989005e+02 5.353429870500003744e+02 5.353378296000009868e+02 5.353278198499974678e+02 5.353391723999993701e+02 5.353350219499989180e+02 5.353181762999993225e+02 5.353261414000007790e+02 5.353213500999991084e+02 5.353028259499988053e+02 5.353293152000005648e+02 5.353108520499990846e+02 5.353033141999985673e+02 5.340016478999968967e+02 5.353034972999994352e+02
4.103013922029999350e+01 5.357863464500005648e+02 5.360236816000033286e+02 5.360016478999968967e+02 5.357968139500007965e+02 5.357789917000009154e+02 5.359869995999979437e+02 5.359869995999979437e+02 5.359879761999982293e+02 5.359893187999987276e+02 5.359970094000018435e+02 5.358451843499969982e+02 5.359739990000016405e+02 5.358313293499995780e+02 5.358293152500009455e+02 5.358173218499978248e+02 5.358338624000025447e+02 5.358296814499990433e+02 5.358191528500028653e+02 5.344559937000012724e+02 5.358139953999998397e+02
4.203013922029999350e+01 5.355286560499989719e+02 5.355511780000015278e+02 5.355455016999985673e+02 5.355321655000007013e+02 5.355266723999993701e+02 5.355210266499998397e+02 5.355234985499992035e+02 5.355221863000006124e+02 5.355198364499992749e+02 5.355178223000002617e+02 5.353229980999967665e+02 5.355180054000011296e+02 5.353036499000008916e+02 5.353176880000028177e+02 5.352973023000013200e+02 5.353096923999983119e+02 5.353020019999967190e+02 5.353003539999990608e+02 5.339440002499977709e+02 5.352976685000030557e+02
4.303013922029999350e+01 5.349515380999982881e+02 5.349508362000015040e+02 5.357863158999971347e+02 5.349489745999999286e+02 5.349314880499987339e+02 5.349295043999991321e+02 5.349288330499985022e+02 5.349369812500008265e+02 5.349368285999989894e+02 5.349258117999997921e+02 5.349245300499969744e+02 5.357513428000020212e+02 5.349263305500026036e+02 5.357526855999967665e+02 5.348966674999974202e+02 5.349101562500000000e+02 5.348945007500005886e+02 5.357283325000025798e+02 5.344613342499978899e+02 5.348958435000022291e+02
4.403013922029999350e+01 5.342785033999971347e+02 5.351220093000010820e+02 5.352554931999984547e+02 5.342831726500007790e+02 5.351033325000025798e+02 5.342701721500015992e+02 5.342626647999968554e+02 5.342686767500017595e+02 5.342678222499998810e+02 5.342594909500003268e+02 5.350983275999969919e+02 5.352211609000005410e+02 5.342579956500012486e+02 5.352219848999993701e+02 5.350763549999974202e+02 5.342573242500002380e+02 5.342311706500004220e+02 5.346095581333332802e+02 5.342421570000005886e+02 5.342395020000003569e+02
4.503013922029999350e+01 5.339006958000027225e+02 5.346363220499988529e+02 5.346451721500015992e+02 5.339130250000016531e+02 5.346233215499996732e+02 5.345503539999990608e+02 5.338850097999966238e+02 5.338846436000021640e+02 5.345406493999980739e+02 5.338783570000014151e+02 5.346143188499991084e+02 5.346121826499984309e+02 5.338843383999992511e+02 5.346083374499976344e+02 5.345945129499996256e+02 5.345406493999980739e+02 5.338519898000013200e+02 5.345219727000003331e+02 5.338579711999991559e+02 5.345223389000020688e+02
4.603013922029999350e+01 5.333815002500014089e+02 5.339940185500017833e+02 5.339926758000001428e+02 5.333764953500030970e+02 5.339771729000021878e+02 5.339781799000011233e+02 5.336833496500003093e+02 5.333534851000003982e+02 5.336581726000003982e+02 5.336608276500010106e+02 5.339736938499991084e+02 5.339586487000015040e+02 5.336756897499981278e+02 5.339617004499996256e+02 5.339498596500015992e+02 5.336541442500019912e+02 5.333263550000010582e+02 5.339498291000018071e+02 5.336489868499993463e+02 5.336336669999982405e+02
4.703013922029999350e+01 5.330631714500013913e+02 5.333561707000008028e+02 5.333500061000013375e+02 5.330634765499999048e+02 5.333334961000000476e+02 5.333379821499984246e+02 5.333581543000000238e+02 5.330358276500010106e+02 5.330333556999976281e+02 5.333338317999987339e+02 5.333433532500021101e+02 5.333123168999991321e+02 5.333365173499987577e+02 5.333190002500014089e+02 5.333135070999996969e+02 5.330244751500031271e+02 5.330134887999993225e+02 5.333079833999981929e+02 5.333103332999999111e+02 5.330055237000015040e+02
4.803013922029999350e+01 5.327453308500007552e+02 5.336493531000014627e+02 5.327218627999973251e+02 5.327406616000007489e+02 5.327093200999988767e+02 5.327144775999986450e+02 5.327309875999999349e+02 5.327148438500007614e+02 5.327090149000032397e+02 5.327141724499997508e+02 5.327196656000014627e+02 5.326878357499990670e+02 5.327106933499999286e+02 5.327009887999993225e+02 5.326906738500001666e+02 5.326884766000002855e+02 5.326816711499996018e+02 5.336059571000005235e+02 5.326883239999988291e+02 5.335926514000020688e+02
4.903013922029998639e+01 5.330230102999994415e+02 5.340423584000018309e+02 5.329946899999995367e+02 5.330146483999997145e+02 5.329852906000014627e+02 5.329826660000035190e+02 5.330050048999983119e+02 5.329899902000033762e+02 5.329780274000004283e+02 5.329880371999970521e+02 5.329863282000005711e+02 5.329596557999975630e+02 5.329846802000029129e+02 5.329749756000019261e+02 5.329593506000019261e+02 5.329596557999975630e+02 5.329540406000014627e+02 5.341983337500023481e+02 5.329619751999998698e+02 5.341806641000002855e+02
5.003013922029998639e+01 5.333013610999987577e+02 5.338882242666659295e+02 5.333876952999999048e+02 5.332940063499991084e+02 5.332763366999970458e+02 5.333790282999980263e+02 5.332778320500001428e+02 5.332770081000016944e+02 5.332648315500009630e+02 5.332665100500016706e+02 5.332648315500009630e+02 5.333610229999976582e+02 5.332711791999972775e+02 5.333690186000021640e+02 5.333533325000025798e+02 5.332464905000015278e+02 5.333553467000019737e+02 5.339949952000024496e+02 5.332438354500009154e+02 5.339783326000033412e+02
5.103013922029998639e+01 5.327863769999967190e+02 5.327883300999965286e+02 5.340094910000007076e+02 5.327793578999990132e+02 5.327776490000032936e+02 5.339910278499992273e+02 5.327633056999984547e+02 5.327760009999983595e+02 5.327543335000009392e+02 5.327523194000023068e+02 5.327589721999975154e+02 5.339843140000011772e+02 5.327570190999977058e+02 5.339818115499983833e+02 5.339653015000003506e+02 5.327393188999994891e+02 5.339734802499988291e+02 5.339630127000018547e+02 5.327286376999982167e+02 5.339573058999994828e+02
5.203013922029998639e+01 5.334344635000015842e+02 5.334386597000011534e+02 5.345549926999992749e+02 5.334140015000011772e+02 5.334228210500004934e+02 5.345310058499999286e+02 5.334103393500008679e+02 5.334160156500001904e+02 5.333951721500015992e+02 5.333983154499983357e+02 5.334129944000014802e+02 5.346507721249981842e+02 5.333993225500016706e+02 5.345195007499969506e+02 5.345019836499996018e+02 5.333894958499986387e+02 5.345094909999970696e+02 5.345061645999994653e+02 5.333754883000001428e+02 5.345081481999986863e+02
5.303013922029998639e+01 5.340553588999973726e+02 5.340823364000025322e+02 5.340819702000007965e+02 5.340496826000016881e+02 5.340696411000026274e+02 5.340590210000009392e+02 5.340586547999992035e+02 5.340579834000018309e+02 5.340463257000010344e+02 5.340443115000016405e+02 5.340590210000009392e+02 5.340609741000007489e+02 5.340426635999974678e+02 5.340496826000016881e+02 5.340303344999992987e+02 5.340383300999965286e+02 5.340306397000022116e+02 5.340276489000025322e+02 5.340292969000001904e+02 5.340413208000027225e+02
5.403013922029998639e+01 5.345043335000009392e+02 5.345086670000018785e+02 5.345166625999991084e+02 5.345013428000020212e+02 5.345013428000020212e+02 5.345000000000000000e+02 5.344983521000031033e+02 5.344926758000001428e+02 5.344879760999974678e+02 5.344879760999974678e+02 5.344993286000026274e+02 5.344933471999975154e+02 5.344883422999992035e+02 5.344853516000002855e+02 5.344689941999968141e+02 5.344760132000010344e+02 5.344593506000019261e+02 5.344636841000028653e+02 5.344719849000030081e+02 5.344713744999971823e+02
5.503013922029998639e+01 5.339733276500010106e+02 5.351116638500025147e+02 5.351118470000001253e+02 5.339731750999999349e+02 5.350940246499994828e+02 5.350926818999978423e+02 5.339648437500000000e+02 5.350859985499992035e+02 5.350899963499978185e+02 5.350814819499973964e+02 5.350946655500010820e+02 5.350803223000002617e+02 5.339544983000014327e+02 5.350709839000010106e+02 5.350668335500013200e+02 5.350653381500014802e+02 5.350546570000005886e+02 5.350676574999997683e+02 5.350620117500002380e+02 5.350601807500024734e+02
