# r	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	
1.110301392202999722e+02 5.389586792000045534e+02 5.389645080499976757e+02 5.389584961000000476e+02 5.389565124500004458e+02 5.389383240000024671e+02 5.389375000500003807e+02 5.389519958500022767e+02 5.389368591500024195e+02 5.389459839000046486e+02 5.389401550499969744e+02 5.389246826500020688e+02 5.389386596499971347e+02 5.389300232500027050e+02 5.389355164000007790e+02 5.389133300999965286e+02 5.389234923999974853e+02 5.389166869999971823e+02 5.389298401000050944e+02 5.389179992999997921e+02 5.389191589499969268e+02
1.120301392202999722e+02 5.392210082999954466e+02 5.392283325000025798e+02 5.392133178999938536e+02 5.392206421000009868e+02 5.391979981000040425e+02 5.391923218000010820e+02 5.392119750999991084e+02 5.391963500999991084e+02 5.392019653000024846e+02 5.391990357000031509e+02 5.391883545000018785e+02 5.391976928999938536e+02 5.391826781999989180e+02 5.391947021999949357e+02 5.391703490999934729e+02 5.391900024000060512e+02 5.391699828999990132e+02 5.391866454999981215e+02 5.391753540000063367e+02 5.391803589000046486e+02
1.130301392202999722e+02 5.398713378999964334e+02 5.398713379499968141e+02 5.398596802000029129e+02 5.398624877999973251e+02 5.398496704499993939e+02 5.398371582000036142e+02 5.398525086000008741e+02 5.398423461999991559e+02 5.398319702000007965e+02 5.398435058999966714e+02 5.398374938999986625e+02 5.398334961500004283e+02 5.398269958499950008e+02 5.398348389000020688e+02 5.398200073000043631e+02 5.398285217500015278e+02 5.398135070999996969e+02 5.398315124500004458e+02 5.398226623500013375e+02 5.398250122499957797e+02
1.140301392202999722e+02 5.405390015000011772e+02 5.405313110999995843e+02 5.405280152000050293e+02 5.405173340000037570e+02 5.405100097999966238e+02 5.405020141999993939e+02 5.405126952999999048e+02 5.404966431000066223e+02 5.404876708999945549e+02 5.405036621000035666e+02 5.404923705999972299e+02 5.404960327000007965e+02 5.404973144999967190e+02 5.404933471999975154e+02 5.404849854000058258e+02 5.404890137000038521e+02 5.404800415000063367e+02 5.404956665000063367e+02 5.404849854000058258e+02 5.404876708999945549e+02
1.150301392202999722e+02 5.408225097499962430e+02 5.408221741000015754e+02 5.408208313000068301e+02 5.408053284499983420e+02 5.408006592000019737e+02 5.408006592500023544e+02 5.408068237499974202e+02 5.407868346999966889e+02 5.407836609000005410e+02 5.407928162499956670e+02 5.407833557999983896e+02 5.407881774999987101e+02 5.407881470499996794e+02 5.407783509000000777e+02 5.407761536499965587e+02 5.407810059500043280e+02 5.407693481500027701e+02 5.407829895500035491e+02 5.407783204000006663e+02 5.407770080999980564e+02
1.160301392202999722e+02 5.402163086000000476e+02 5.402218322999979137e+02 5.402146912000025623e+02 5.401959838999973726e+02 5.402066650499982643e+02 5.402026672499996494e+02 5.402073059000031208e+02 5.401863403499955893e+02 5.401858214999956544e+02 5.401976623999944422e+02 5.401811828499994590e+02 5.401900024500064319e+02 5.401873168999954942e+02 5.401824951500020688e+02 5.401753234999996494e+02 5.401716613499957020e+02 5.401709899999987101e+02 5.401776733500009868e+02 5.401790161499957321e+02 5.401746520999950008e+02
1.170301392202999722e+02 5.396189880500023719e+02 5.396150208000035491e+02 5.397493285999953514e+02 5.396006774999987101e+02 5.396016540499986149e+02 5.395971374500004458e+02 5.397563476999930572e+02 5.395935058999966714e+02 5.395826415999981691e+02 5.395976562500000000e+02 5.397310181000066223e+02 5.395903320500001428e+02 5.395775146500018309e+02 5.395871581999963382e+02 5.395779724500025623e+02 5.395744934000031208e+02 5.397113036999944597e+02 5.395883484000005410e+02 5.397223511000047438e+02 5.397130126999982167e+02
1.180301392202999722e+02 5.390520019999967190e+02 5.390656737999961479e+02 5.398708191000041552e+02 5.390540160999953514e+02 5.390406494000053499e+02 5.390403441999951610e+02 5.398641662500012899e+02 5.390336914000072284e+02 5.390183105000032810e+02 5.390366821000061464e+02 5.398556823999970220e+02 5.390346679999929620e+02 5.390196532999980263e+02 5.390233154000015929e+02 5.390269775000051595e+02 5.390296630999946501e+02 5.398240051499960828e+02 5.390410155999998096e+02 5.398398437500000000e+02 5.398371887499961304e+02
1.190301392202999722e+02 5.394766845999984071e+02 5.394929810000030557e+02 5.394899903000041377e+02 5.394680175999965286e+02 5.394593505999946501e+02 5.394713135000056354e+02 5.394599610000004759e+02 5.394573364999960177e+02 5.394456786999944597e+02 5.394603271999949357e+02 5.394696656000014627e+02 5.394606934000039473e+02 5.394446410999953514e+02 5.396483460000017658e+02 5.394463500999991084e+02 5.396574707500039949e+02 5.394286499000008916e+02 5.396516418500032159e+02 5.394466552999947453e+02 5.394463500999991084e+02
1.200301392202999722e+02 5.389834900499990908e+02 5.400765076000025147e+02 5.400803833499994653e+02 5.400625305000066874e+02 5.389458312999995542e+02 5.389618225500016706e+02 5.389621887500034063e+02 5.389438171500005410e+02 5.389426880000028177e+02 5.389609985499992035e+02 5.400606689499982167e+02 5.389558410999961779e+02 5.400530090499960352e+02 5.402446288999926765e+02 5.389323425500042504e+02 5.402483520999958273e+02 5.389213562000004458e+02 5.402319946000061464e+02 5.389368286500030081e+02 5.389314880499950959e+02
1.210301392202999722e+02 5.394870300500042504e+02 5.407196656000014627e+02 5.407180175999965286e+02 5.407089844000001904e+02 5.394531860499992035e+02 5.394660339500042028e+02 5.394675293000036618e+02 5.394445190500046010e+02 5.394475098000038997e+02 5.394660034499975154e+02 5.407023315999977058e+02 5.394524841500024195e+02 5.407043456999963382e+02 5.406939698000060162e+02 5.394450073499974678e+02 5.406936645999958273e+02 5.394178467000019737e+02 5.406813355000049341e+02 5.394398193500019261e+02 5.394408264000012423e+02
1.220301392202999722e+02 5.401156615999934729e+02 5.402403258999984246e+02 5.402278137499961304e+02 5.402291564999977709e+02 5.400873412999935681e+02 5.400983276000042679e+02 5.400943604000058258e+02 5.400806885000056354e+02 5.400830077999999048e+02 5.400880126999982167e+02 5.402198486499983119e+02 5.400820313000003807e+02 5.402124938999986625e+02 5.402135009999983595e+02 5.400806885000056354e+02 5.402166748000017833e+02 5.400516357000014978e+02 5.402044982999941567e+02 5.400750122000026749e+02 5.400753173999983119e+02
1.230301392202999722e+02 5.405603638000029605e+02 5.405553589000046486e+02 5.405260010000056354e+02 5.405346679999929620e+02 5.405220337000064319e+02 5.405399781000014627e+02 5.405363769999967190e+02 5.405213623000017833e+02 5.407353516000002855e+02 5.405263062000012724e+02 5.405250244000053499e+02 5.407400208000035491e+02 5.407984211999961417e+02 5.407291869999971823e+02 5.407355347499978961e+02 5.407293396000022767e+02 5.407098083500022767e+02 5.407243347999974503e+02 5.407338257000010344e+02 5.407203369499984547e+02
1.240301392202999722e+02 5.408518371999962255e+02 5.408640136499961955e+02 5.408316651499990257e+02 5.408359985499992035e+02 5.408206787999952212e+02 5.408334961500004283e+02 5.408326721499979612e+02 5.408240051999964635e+02 5.406886596999975154e+02 5.408233337499987101e+02 5.408306885499987402e+02 5.407043456999963382e+02 5.406334533999979612e+02 5.406913452000007965e+02 5.406883545000018785e+02 5.406976928999938536e+02 5.406749877999973251e+02 5.406873169000027701e+02 5.406820068999950308e+02 5.405070394000018723e+02
1.250301392202999722e+02 5.402471619000061764e+02 5.405704956000045058e+02 5.405483398500000476e+02 5.402131652499956544e+02 5.402131653000033111e+02 5.402183227500063367e+02 5.402160034499975154e+02 5.405418396000022767e+02 5.405263367000006838e+02 5.402113342000011471e+02 5.405409851000003982e+02 5.405448302999939187e+02 5.402025146499945549e+02 5.402020263500016881e+02 5.402035217000011471e+02 5.405221863000042504e+02 5.405143432500044582e+02 5.405190124500004458e+02 5.401893310500017833e+02 5.401060181000066223e+02
1.260301392202999722e+02 5.396321716500024195e+02 5.411833496000035666e+02 5.402466735999987577e+02 5.395985107500018785e+02 5.395989990500020212e+02 5.399153442499955418e+02 5.395931397000022116e+02 5.411586913999926765e+02 5.402269897500009392e+02 5.395898438000003807e+02 5.402350158499975805e+02 5.411770019999967190e+02 5.395838318500027526e+02 5.395898437999931048e+02 5.395809936500008916e+02 5.411436767999985022e+02 5.401989745999962906e+02 5.402090148999996018e+02 5.395734863499965286e+02 5.395805054000011296e+02
1.270301392202999722e+02 5.393353272000022116e+02 5.405650268800003460e+02 5.396996459999936633e+02 5.393113098000030732e+02 5.393213196000069729e+02 5.396106872500022291e+02 5.393031616500011296e+02 5.405436767600010626e+02 5.396189880500023719e+02 5.393008422999992035e+02 5.396093140000011772e+02 5.405642090199980885e+02 5.393013305499989656e+02 5.392876586999991559e+02 5.392871704499993939e+02 5.405304687600030320e+02 5.395826416499985498e+02 5.395853272000022116e+02 5.392831726500007790e+02 5.392896728499981691e+02
1.280301392202999580e+02 5.399396973999973852e+02 5.393228150000068126e+02 5.397388305999993463e+02 5.399190063999994891e+02 5.399179688000003807e+02 5.399100342000019737e+02 5.399086913999926765e+02 5.399089966000028653e+02 5.399226686000038171e+02 5.399060060000047088e+02 5.399116822000069078e+02 5.399199829999997746e+02 5.399023438000003807e+02 5.398936767999985022e+02 5.398950195999932475e+02 5.399013672000000952e+02 5.398843384000065271e+02 5.398893434000056004e+02 5.398966675999981817e+02 5.398989868000062415e+02
1.290301392202999580e+02 5.403226928999938536e+02 5.401446533333364641e+02 5.403086547999992035e+02 5.402973022999940440e+02 5.403016358000022592e+02 5.403006592000019737e+02 5.402933349999948405e+02 5.402910155999998096e+02 5.403126830999972299e+02 5.402910155999998096e+02 5.402983398999931524e+02 5.403033447000052547e+02 5.402760010000056354e+02 5.402836303999938536e+02 5.402823485999979312e+02 5.402879639000020688e+02 5.402719726999930572e+02 5.402776488999952562e+02 5.402853393999976106e+02 5.402830200000025798e+02
1.300301392202999580e+02 5.405418396500026574e+02 5.405484924499978661e+02 5.405339965999955893e+02 5.405296631000019261e+02 5.405295104999968316e+02 5.405286865500020212e+02 5.405228272000022116e+02 5.405161743499993463e+02 5.405373535500038997e+02 5.405161743499993463e+02 5.405268249500004458e+02 5.405231933999966714e+02 5.404966431000066223e+02 5.405061646000031033e+02 5.405046691999959876e+02 5.405076599500025623e+02 5.404970093000010820e+02 5.405053406000006362e+02 5.405103454999989481e+02 5.405054931499980739e+02
