# r	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	
1.110301392202999722e+02 2.277038192999971216e+02 2.333334885000003851e+02 2.342596588000014890e+02 2.333201599499989243e+02 2.333366470500004652e+02 2.333083344000006036e+02 2.333303451499996299e+02 2.333108443999990413e+02 2.334356536999985110e+02 2.334313506999969832e+02 2.334373169000027701e+02 2.334376525999978185e+02 2.334470062999971560e+02 2.334276886000006925e+02 2.342243346999966889e+02 2.334203491000007489e+02 2.334329834000018309e+02 2.334170075000001816e+02 2.334106597999998485e+02 2.334143372000035015e+02
1.120301392202999722e+02 2.283459853999993356e+02 2.336471557999975630e+02 2.336491547000005085e+02 2.336351547499980370e+02 2.336533202999999048e+02 2.336173324500014132e+02 2.336395110999983444e+02 2.336263504499984265e+02 2.336193237500010582e+02 2.336155242999993789e+02 2.336181564500002423e+02 2.336178207500015560e+02 2.336239928999966651e+02 2.336001815499985241e+02 2.336086501999998291e+02 2.336045226999995066e+02 2.336126633000021684e+02 2.335958481499983463e+02 2.335959930499993789e+02 2.335873260500011384e+02
1.130301392202999722e+02 2.289343337999998766e+02 2.339846725499992317e+02 2.339830093499986106e+02 2.339645081000016944e+02 2.339878463499990175e+02 2.339666595499984396e+02 2.339746780499990564e+02 2.339666748000017833e+02 2.339541778999991948e+02 2.339546737499986193e+02 2.339566650499982643e+02 2.339553375499999675e+02 2.339531555499997921e+02 2.339378356999986863e+02 2.339378433500023675e+02 2.339360046500005410e+02 2.339540100499980326e+02 2.339325027499980933e+02 2.339326553499995498e+02 2.339289932499996212e+02
1.140301392202999722e+02 2.286336670000018785e+02 2.337106780999965849e+02 2.337136841000028653e+02 2.336963500999991084e+02 2.337120208999986062e+02 2.336996460000009392e+02 2.337089997000002768e+02 2.336983337999990908e+02 2.336873474000021815e+02 2.336860047000009217e+02 2.336823425999973551e+02 2.336853485000028741e+02 2.336863251000031596e+02 2.336663361000028090e+02 2.336656799999982468e+02 2.336629944000014802e+02 2.336803436999980477e+02 2.336719970999984071e+02 2.336623229999968316e+02 2.336633147999964422e+02
1.150301392202999722e+02 2.283328247500030557e+02 2.332606659000011859e+02 2.332646789999998873e+02 2.332546692000032635e+02 2.332640076000025147e+02 2.332539977999986149e+02 2.332579955999972299e+02 2.332526549999965937e+02 2.332343445000005886e+02 2.332343140000011772e+02 2.332340087999982643e+02 2.332360076999975718e+02 2.332403411999985110e+02 2.332169952999975067e+02 2.330103378500025428e+02 2.330023269999983313e+02 2.330126724499968986e+02 2.330073318499999004e+02 2.330021744000005128e+02 2.330051727499994740e+02
1.160301392202999722e+02 2.289096680000002380e+02 2.330496673499983444e+02 2.330524979000001622e+02 2.330423355499988247e+02 2.330553284000015992e+02 2.330433273499984352e+02 2.330500030499970308e+02 2.330403289999994740e+02 2.330279999000013049e+02 2.330278320500001428e+02 2.330296630999982881e+02 2.330261688499995216e+02 2.330315018000001146e+02 2.330096664499978942e+02 2.332406616000007489e+02 2.332353363000001991e+02 2.332420044000027701e+02 2.332449951000016881e+02 2.332296752999973251e+02 2.332339934999981779e+02
1.170301392202999722e+02 2.286621780499990564e+02 2.335934982500002661e+02 2.335898361500003375e+02 2.335799942000012379e+02 2.336071625000004133e+02 2.335834961000000476e+02 2.335820007500005886e+02 2.335751648000004934e+02 2.335628280499986431e+02 2.335661620999999286e+02 2.335721740999979374e+02 2.335730057000000670e+02 2.335644988999993075e+02 2.335568390000007639e+02 2.335573349000005692e+02 2.335553360000012617e+02 2.335566711499996018e+02 2.335583343500002229e+02 2.335393371499994828e+02 2.335448303499979374e+02
1.180301392202999722e+02 2.288591842999994697e+02 2.338643265000027895e+02 2.338723221000000194e+02 2.338629913500008115e+02 2.338719863999976951e+02 2.338620071500008635e+02 2.338581695500033675e+02 2.338515014500007965e+02 2.338503265499966801e+02 2.338586730999995780e+02 2.338559951999995974e+02 2.338531494000017119e+02 2.338516693000019586e+02 2.338413390999994590e+02 2.338379974499985110e+02 2.338358383499980846e+02 2.338378296000009868e+02 2.338388366500003031e+02 2.338291778500024520e+02 2.338208388999992167e+02
1.190301392202999722e+02 2.283281707999994978e+02 2.331809998000026098e+02 2.331903381000010995e+02 2.331743317000000388e+02 2.331983336999983294e+02 2.331816710999992210e+02 2.331813354999976582e+02 2.331693268000017270e+02 2.333199996999974246e+02 2.333130035499998485e+02 2.333106766000018979e+02 2.333146744000005128e+02 2.333118209999993269e+02 2.333093414499999199e+02 2.333098373499997251e+02 2.332983398999967903e+02 2.333043365500016080e+02 2.333006820999980846e+02 2.332823181499989005e+02 2.332806549000015366e+02
1.200301392202999722e+02 2.289213562000004458e+02 2.336801833999998053e+02 2.336896744500008936e+02 2.336615143499984697e+02 2.336873398500028998e+02 2.336779861499999242e+02 2.336686706500004220e+02 2.336721725999996124e+02 2.338736877999981516e+02 2.338696593999993638e+02 2.338583528000017395e+02 2.338643493999989005e+02 2.338689880000019912e+02 2.338576660000035190e+02 2.338683471999975154e+02 2.338430023999972036e+02 2.338513489999968442e+02 2.338543396000022767e+02 2.338279877000022680e+02 2.338283233999973163e+02
1.210301392202999722e+02 2.292748489500008873e+02 2.334520111000019824e+02 2.334683379999987665e+02 2.334459991999974591e+02 2.334496613000010257e+02 2.334469909999970696e+02 2.334446717000028002e+02 2.334420013999988441e+02 2.334406738999969093e+02 2.334390105999991647e+02 2.334243317000000388e+02 2.334333343999969657e+02 2.334363251000031596e+02 2.334306792999996105e+02 2.334433441000001039e+02 2.334143372000035015e+02 2.334210052999987965e+02 2.334250030999974115e+02 2.334029998999976669e+02 2.334023285000002943e+02
1.220301392202999722e+02 2.290900115999975242e+02 2.339560089500009781e+02 2.339666671999984828e+02 2.327504425000030608e+02 2.339479980500000238e+02 2.339556656000022485e+02 2.339531555499997921e+02 2.339431610499996168e+02 2.339441681000025710e+02 2.339434966999979224e+02 2.339239960000013525e+02 2.339346694999985630e+02 2.339318313500007207e+02 2.339294967999994697e+02 2.339338379000000714e+02 2.339228286999968986e+02 2.339261627500018221e+02 2.339189910999994026e+02 2.339100036500021815e+02 2.339108352500006731e+02
1.230301392202999722e+02 2.286363372999985586e+02 2.334450073500011058e+02 2.334543304500002705e+02 2.322930832000020018e+02 2.334373397999988811e+02 2.334499969500029692e+02 2.334495010499995260e+02 2.334309997500022291e+02 2.334321670499994070e+02 2.334391632000006211e+02 2.334221648999991885e+02 2.334221649499995692e+02 2.334193343999977515e+02 2.334184951999995974e+02 2.334293365499979700e+02 2.334169998500001384e+02 2.334186706500004220e+02 2.334083328500018979e+02 2.334086608999969030e+02 2.334055023500004609e+02
1.240301392202999722e+02 2.283423309499994502e+02 2.328313294000035967e+02 2.328403319999997620e+02 2.327099990999995498e+02 2.328190002999981516e+02 2.328333283000029041e+02 2.328263396999973338e+02 2.328166656999965198e+02 2.328056641000002855e+02 2.328206635000024107e+02 2.328143311000021640e+02 2.327983399000004283e+02 2.327966614000033587e+02 2.328023223999989568e+02 2.328143311000021640e+02 2.328836518000025535e+02 2.328009948999970220e+02 2.327866668999995454e+02 2.327896728999985498e+02 2.327899933000007877e+02
1.250301392202999722e+02 2.289573287999992317e+02 2.333359908999991603e+02 2.333441543499975523e+02 2.333386688500031596e+02 2.333283233500005736e+02 2.333396759500028566e+02 2.333363419000015710e+02 2.333210068000007595e+02 2.333098220500032767e+02 2.333086700499989092e+02 2.333103255999994872e+02 2.333169937000020582e+02 2.333108367999993789e+02 2.333133392499985348e+02 2.333163223500014283e+02 2.331727409750001243e+02 2.333084869500016794e+02 2.332903365999991365e+02 2.332935104499993031e+02 2.333048324499977753e+02
1.260301392202999722e+02 2.293101577499983250e+02 2.339601669500007119e+02 2.339688339499989524e+02 2.339608230499979982e+02 2.339541625999991084e+02 2.339666595499984396e+02 2.339593429999986256e+02 2.339541778500024520e+02 2.339419936999984202e+02 2.339350128500009305e+02 2.339293289500019455e+02 2.339454956000008679e+02 2.339388351500019780e+02 2.339385070999996969e+02 2.339458236999998917e+02 2.339346618999989005e+02 2.339290008499992837e+02 2.339245071500008635e+02 2.339229965000013181e+02 2.339338302500000282e+02
1.270301392202999722e+02 2.286776734000013676e+02 2.346751594749985088e+02 2.346111831999987771e+02 2.345838089499993657e+02 2.345968475999980001e+02 2.346009902999976475e+02 2.345926666499981366e+02 2.346025009499971929e+02 2.345900116499979049e+02 2.345764999500024715e+02 2.345765152499989199e+02 2.345855102999994415e+02 2.345789871500019217e+02 2.345716705500017270e+02 2.345893479000005755e+02 2.345710068000007595e+02 2.345595169500011252e+02 2.345658264000012423e+02 2.345534896999997727e+02 2.345681457999999111e+02
1.280301392202999580e+02 2.282543488000010257e+02 2.351056670999969356e+02 2.351100005999978748e+02 2.350790100000012899e+02 2.350946808000007877e+02 2.350989990000016405e+02 2.352121581999999762e+02 2.350989838000023155e+02 2.352148360999999568e+02 2.352061614999984158e+02 2.352036742999989656e+02 2.352121658500000194e+02 2.352065048000004026e+02 2.352019882499989762e+02 2.352108383000013418e+02 2.351956710499980545e+02 2.351863402999988466e+02 2.351941528500028653e+02 2.351755065999968792e+02 2.351951675499985868e+02
1.290301392202999580e+02 2.276693496999978379e+02 2.355766830499997013e+02 2.355865021000026900e+02 2.351391754500000388e+02 2.355698318499999004e+02 2.355731811500008916e+02 2.357613372999985586e+02 2.355724945500005560e+02 2.357726592999970308e+02 2.349133147999964422e+02 2.357506561999980477e+02 2.357583161000002292e+02 2.349090118000021903e+02 2.357570037999976194e+02 2.357659912000017357e+02 2.349033355999999912e+02 2.348890076000025147e+02 2.357460022000013851e+02 2.348836824000027264e+02 2.357480164000007790e+02
1.300301392202999580e+02 2.271886673000008159e+02 2.361341858499981754e+02 2.361429901500014239e+02 2.346220245999975305e+02 2.361228256499998679e+02 2.361266784500003268e+02 2.361044922500004759e+02 2.361278306000021985e+02 2.361201553500031878e+02 2.345984878999988723e+02 2.361793671000001780e+02 2.361018295499998203e+02 2.345901794499986863e+02 2.360981598500002292e+02 2.361059951999995974e+02 2.345874939499990433e+02 2.345749969999997120e+02 2.360853271499981929e+02 2.345660171499985154e+02 2.360796814000023005e+02
