# r	vx_0	vx_1	vx_2	vx_3	vx_4	vx_5	vx_6	vx_7	vx_8	vx_9	vx_10	vx_11	vx_12	vx_13	vx_14	vx_15	vx_16	vx_17	vx_18	vx_19	vx_20	vx_21	vx_22	vx_23	vx_24	
4.200000000000000000e+01 5.078176348043258320e-02 -4.206326339887909299e-03 -7.563367998981433693e-02 -9.745487148910270125e-02 -4.202072487641018705e-01 -4.079298703160452177e-01 -1.660670928177177263e-01 -4.216766678413911840e-01 -1.315615599315685114e-01 -4.327410583382590992e-01 -1.148124868146126049e-01 -5.425897138115806650e-02 -1.422172168091856426e-01 -4.305596399669505137e-01 -9.889730429068961659e-02 -4.321464652960391728e-01 -1.559238294005297620e-01 -1.392992932582642063e-01 1.205308953051178328e-01 -2.276289154108742871e-02 -1.835689971352171546e-01 -4.178423387916863629e-01 -4.218145608149285186e-01 -4.096293015657777592e-01 -4.271133667127545164e-01
4.300000000000000000e+01 3.059171266910541351e-02 -8.641987666428693760e-02 -9.181608142459468658e-02 -1.335248318151083247e-01 -4.371382909712056009e-01 -4.268684523167588507e-01 -7.392040341827701977e-02 -4.334353634380548326e-01 -1.270909557179709659e-01 -4.487142789371169060e-01 -1.212619413016426534e-01 3.404322115016514272e-02 -1.243816423682861244e-01 -4.413739921435853586e-01 -1.232877799760115772e-01 -4.449256095479614537e-01 -1.227504210058539824e-01 -1.397818979079259449e-01 4.114281501994374902e-03 -1.608433719134098536e-02 -1.532265075093038609e-01 -4.310857471855746303e-01 -4.324467091731384327e-01 -4.246421471703825112e-01 -4.438677106021695629e-01
4.400000000000000000e+01 7.303399667598040566e-03 -1.141376508043993460e-01 -4.379132187949939803e-02 -1.242954560991191698e-01 -4.515615360810658618e-01 -4.434424994979618284e-01 -2.856217179425568978e-02 -4.418017780074488532e-01 -1.174701905731192625e-01 -4.608479069605123102e-01 -1.172869870695005118e-01 9.732430362467538176e-02 -1.188278120942416749e-02 -4.469192502301866377e-01 -1.533713935637783243e-01 -4.535334083875000033e-01 -8.280445419050799782e-02 -9.967343834069164465e-02 -6.265955739186920836e-02 5.115247443924215293e-02 -1.122907986271539788e-01 -4.418210964090628634e-01 -4.394199545219811820e-01 -4.371572350445104838e-01 -4.573649887390741631e-01
4.500000000000000000e+01 -2.163280012274822542e-02 -1.279673931713006529e-01 -1.979365975878717016e-02 -1.100709725256313332e-01 -4.622760079988777471e-01 -4.571635168187380693e-01 -8.420388940792949972e-02 -4.486842175563544033e-01 -1.285964919922060468e-01 -4.712126252424258532e-01 -1.425809019985308235e-01 7.274070507488517023e-02 9.055419773844362863e-02 -4.519151826230733970e-01 -1.935815456312171001e-01 -4.606895410807463342e-01 -9.170260929406168215e-02 -1.101148626697103228e-01 -9.919568101362946644e-02 5.145285676046118528e-02 -4.345223179481871173e-02 -4.509948189040835498e-01 -4.456399648931197999e-01 -4.481015599151075279e-01 -4.691363054562722179e-01
4.600000000000000000e+01 -1.477969276012456104e-02 -6.939613007923185750e-02 -1.057587304153276841e-01 -1.256214078613935303e-01 -4.717855553334625585e-01 -4.693517129279190514e-01 -1.741136996586687136e-01 -4.561915233790506674e-01 -1.688974298548625019e-01 -4.818492295894489241e-01 -1.975524180224820237e-01 -8.007898530990195662e-03 9.177776402670671796e-02 -4.578919444521528659e-01 -1.992035502843998718e-01 -4.695973057572179754e-01 -1.096604765811289434e-01 -1.706957789977473217e-01 -5.964672397122346842e-02 1.660550731031144173e-02 -2.865090264460017078e-02 -4.604318196331549928e-01 -4.522346568255318222e-01 -4.591239741517159634e-01 -4.804242765277048077e-01
4.700000000000000000e+01 2.321619356757401859e-03 -8.740331777246423961e-03 -1.231887736910090014e-01 -1.039946476374487422e-01 -4.816630042822175328e-01 -4.810249547695819028e-01 -2.044872204144947692e-01 -4.644917061219829280e-01 -2.157725538159543377e-01 -4.917924029434638244e-01 -2.563545969876910857e-01 -7.502242502749389974e-02 1.282712523264514445e-02 -4.633853970222663876e-01 -2.078162348833848816e-01 -4.770231757025938379e-01 -1.725799310410063014e-01 -2.272149537833920152e-01 2.492510391193702643e-02 9.680932306019569833e-02 -2.308652776883580310e-02 -4.700551981274000979e-01 -4.584833291714354719e-01 -4.692981131763387936e-01 -4.900268730068789158e-01
4.800000000000000000e+01 2.408627372282190829e-02 1.235060160884031595e-02 -8.736919704255016739e-02 -7.416187246175791337e-02 -4.904242699426054619e-01 -4.907490865578552630e-01 -1.756068373689353701e-01 -4.726021331849449281e-01 -2.427567983409935626e-01 -4.982463358364168093e-01 -2.771540637578331912e-01 -1.074897919926778300e-01 -7.342133118492875921e-02 -4.675363048558146550e-01 -2.076027711524792152e-01 -4.826579138527126167e-01 -2.074498458114275024e-01 -2.499646147016943709e-01 4.969779405971407049e-02 1.399350916342926021e-01 -6.080678706897450075e-02 -4.780469339647172577e-01 -4.626821224679499300e-01 -4.766298072464271174e-01 -4.964688842994177675e-01
4.900000000000000000e+01 3.095123608250499245e-02 3.251036808488868418e-03 -6.665685232223181322e-02 -1.883521820468289990e-02 -4.987611725119984740e-01 -5.004742534496925410e-01 -1.473868459655060248e-01 -4.803917257641295846e-01 -2.498149559864987768e-01 -5.046845412213354365e-01 -2.412520035797320050e-01 -1.202585871931428213e-01 -1.393560115935690291e-01 -4.729262442067154182e-01 -1.756567469044360563e-01 -4.890073872917907738e-01 -1.426309405593083057e-01 -2.294257581904304288e-01 3.995383580815357882e-02 6.184721639711105584e-02 -9.225064107996421015e-02 -4.865170200895309605e-01 -4.679679281602295848e-01 -4.837997374038971454e-01 -5.034321534579301316e-01
5.000000000000000000e+01 -1.580497171435718898e-02 -4.363975074254310832e-02 -8.423014027212426258e-02 2.620044800324462450e-02 -5.059962997134596074e-01 -5.100366463142415041e-01 -1.490350547875265441e-01 -4.867710962343124725e-01 -2.288982961541033423e-01 -5.116042859598354253e-01 -1.396893534245930713e-01 -1.199963273738018504e-01 -1.528680441776536225e-01 -4.784534389651052821e-01 -1.500018278638916569e-01 -4.945722935925346286e-01 -9.410410523432062579e-02 -1.826403421971406482e-01 2.333313365210140829e-03 2.200594714662149759e-02 -9.489708126076344674e-02 -4.949240904984381073e-01 -4.735786482693051802e-01 -4.892640713702517408e-01 -5.093500250659231954e-01
5.100000000000000000e+01 -5.573415679212807838e-02 -1.795444173750463529e-02 -5.916552557500857901e-02 7.530014475450294564e-02 -5.141355790140555992e-01 -5.197637737595331986e-01 -1.704186847299445917e-01 -4.939064923225257031e-01 -1.960549729903701410e-01 -5.186346411598660167e-01 -2.762398859255561778e-02 -8.392704670383221988e-02 -1.020162100369880614e-01 -4.841049853104559819e-01 -1.182985737125194226e-01 -5.019406372835879537e-01 -1.117518943424616884e-01 -1.199522013796258252e-01 1.436588250971599333e-03 1.832136682319362997e-02 -8.830856786361593325e-02 -5.038619080666727479e-01 -4.797013879026241767e-01 -4.946056942398955325e-01 -5.143595252211018432e-01
5.200000000000000000e+01 -7.589461454805847274e-02 1.085553489439372854e-01 -8.131119317911413361e-03 1.126600400372287508e-01 -5.210469551717683556e-01 -5.285385847242738411e-01 -1.529607422106143144e-01 -5.001221894773745236e-01 -1.907313628695083696e-01 -5.239848803819591172e-01 4.644313183312944598e-02 -1.505637587307323555e-02 -1.237085627025129655e-02 -4.888804954210592135e-01 -1.013382737286556423e-01 -5.070196485343663184e-01 -8.984053841850885014e-02 -1.476333185060882923e-02 2.842480065921128458e-03 1.421076788780998960e-02 -9.239067116693544524e-02 -5.118783305886802637e-01 -4.845538238370256101e-01 -4.992522529175570933e-01 -5.181081098250596151e-01
5.300000000000000000e+01 -1.072149173775681780e-01 2.576180731345327768e-01 1.111332820258354448e-01 1.149315240919862174e-01 -5.295672606747223732e-01 -5.386209569727360424e-01 -7.493636597942857080e-02 -5.062035680934405812e-01 -2.060311006873777884e-01 -5.306535413263420153e-01 6.562107610242781663e-02 1.790252450995108435e-02 1.010243177783461815e-01 -4.949198873008398003e-01 -7.037789243943423645e-02 -5.144735670642919256e-01 -4.609122039039530161e-02 1.499806783703755142e-01 -6.271113661326525868e-02 8.670698379382037191e-02 -2.318637636276383099e-02 -5.220996720414804448e-01 -4.909350996348607055e-01 -5.064135803302095562e-01 -5.240903697318690657e-01
5.400000000000000000e+01 -1.402986527052142718e-01 2.821875536925955164e-01 1.729140244727126186e-01 8.791443385272104671e-02 -5.395995981871030134e-01 -5.513559467654433055e-01 1.661771933535415718e-02 -5.107812900873471840e-01 -2.164846545848834736e-01 -5.371817897020606525e-01 2.830783557410023257e-02 -8.636972075718798991e-03 1.130406957710446969e-01 -5.006383755693899484e-01 -3.088676081839914628e-02 -5.222651093165330272e-01 6.075262212803213269e-02 3.262206424074787225e-01 -2.374342384821810370e-01 1.139939500668798317e-01 2.499091140225113972e-02 -5.329198724456586378e-01 -4.984119514179154997e-01 -5.140877334398840093e-01 -5.303408734329947416e-01
5.500000000000000000e+01 -1.446951132173657506e-01 2.342662688920712499e-01 1.085962289223409843e-01 2.796708903421199835e-02 -5.511025876915940369e-01 -5.648872142640807281e-01 1.193636454993231332e-03 -5.147086100152038490e-01 -2.222870121420995326e-01 -5.437889193604861227e-01 -7.521392557324739492e-02 -4.757935864902607809e-02 7.377225307464828352e-02 -5.058280980584994868e-01 -1.524689145808707721e-02 -5.307224919859532264e-01 2.289602464727918119e-01 4.154531187360462341e-01 -3.900950696682572993e-01 2.410903039107188325e-02 -2.480809897054675819e-02 -5.441150231686755490e-01 -5.061206591068760918e-01 -5.216475261290760557e-01 -5.366310762176836890e-01
5.600000000000000000e+01 -1.090995135166048097e-01 2.537695804910695685e-01 1.353332337349655023e-01 1.690351366647819403e-02 -5.606255932613579684e-01 -5.768449809236081416e-01 -5.010497511667594966e-02 -5.162438390829809931e-01 -2.064017511690095785e-01 -5.489065646857749226e-01 -1.432360216301667155e-01 -1.218840254599018597e-01 5.840020172652874569e-02 -5.115639891329132327e-01 -2.036652914577895962e-02 -5.381495843130307266e-01 3.709928572590518447e-01 3.825556158303953236e-01 -3.532693505862087302e-01 -7.142625928411217018e-02 -4.052353144223674181e-02 -5.546812569379013791e-01 -5.132798706258907551e-01 -5.280743492861861288e-01 -5.424388539921323193e-01
5.700000000000000000e+01 -4.342068302802355728e-02 2.074445308044102765e-01 2.436076315143783089e-01 7.143116884787961696e-02 -5.702675641017014296e-01 -5.893981568073455302e-01 -2.564189942458814514e-02 -5.181291998364427887e-01 -2.123358460972298856e-01 -5.541471393644082921e-01 -1.685607352933089498e-01 -1.740338908632461101e-01 2.581878955168546291e-02 -5.180043565962315633e-01 -6.480257978736660845e-03 -5.454166806458180528e-01 4.274118706319786631e-01 2.562987522504064364e-01 -2.168902403892337960e-01 -4.741075116518722599e-02 5.678844243005871928e-02 -5.665299780402268670e-01 -5.212953431105428193e-01 -5.359080807631428911e-01 -5.495266500622962846e-01
5.800000000000000000e+01 -4.118878925842685973e-02 8.483897187134697981e-02 2.326384649292532747e-01 1.080683853906693054e-01 -5.806659221880718924e-01 -6.023935303893536153e-01 4.779125940079143736e-02 -5.209663050960523512e-01 -1.936951767922506229e-01 -5.597783342744189206e-01 -1.737338733803598934e-01 -1.852865664522989064e-01 -6.767943266412651537e-02 -5.250276897787244934e-01 5.285392107777717868e-02 -5.525070262307975044e-01 3.065236577336040158e-01 7.683015040614553370e-02 -9.207750525273698805e-02 -3.921239202160652776e-02 1.671988917794192397e-01 -5.782846424183304412e-01 -5.294440316763886489e-01 -5.441832739583715162e-01 -5.568679606777379165e-01
5.900000000000000000e+01 -3.690827721338306444e-02 1.241024727780315126e-02 1.481824287130418250e-01 1.015837383559606150e-01 -5.911194568000409655e-01 -6.152055926231906335e-01 1.453479376973195736e-01 -5.247431474548496233e-01 -2.025993856111829861e-01 -5.655474067363465140e-01 -1.347481850177810470e-01 -1.107229758006892800e-01 -1.660765640487474049e-01 -5.315495818501919656e-01 1.451193514696390297e-01 -5.595509049134931301e-01 1.786987258171429949e-01 -3.362356405261555936e-02 -6.327586912438865063e-02 -5.023447278399101323e-02 1.968749670710323307e-01 -5.882498336989678833e-01 -5.365732518309699328e-01 -5.523283489771462218e-01 -5.633090692758117024e-01
6.000000000000000000e+01 -3.803737386410537685e-02 -4.700896933895508389e-02 7.080267995718605989e-02 9.144134817661576931e-02 -5.993214700385112170e-01 -6.255818542466482501e-01 1.856024844695343401e-01 -5.278453282041423167e-01 -2.000047026870910571e-01 -5.698868077796345188e-01 6.519561275161321785e-04 1.695299535614986383e-04 -2.166544346367673679e-01 -5.371833800981101747e-01 2.066348778631958982e-01 -5.645382760227071195e-01 1.132659382212768406e-01 -6.535738995185620681e-02 -6.751715588045312244e-02 -7.807540184605366029e-02 1.723360697651068196e-01 -5.949039180989708075e-01 -5.403619754036054212e-01 -5.588804283118620209e-01 -5.685836027115009905e-01
6.100000000000000000e+01 -1.228914247476687871e-01 -1.575480972718180384e-01 1.859181348863720926e-02 9.893510246611725290e-02 -6.071891342129699387e-01 -6.359434364123714989e-01 1.495101705420255889e-01 -5.307345203715823079e-01 -1.923174552174865548e-01 -5.728562044627435457e-01 1.307265901594649449e-01 6.793950998322877133e-02 -2.164012811541917991e-01 -5.431272080727960194e-01 2.312523417294082284e-01 -5.689706141074641899e-01 4.361596464591239314e-02 -1.255114156772677014e-01 -5.969627777199668084e-02 -8.650249653475478029e-02 1.376000385337383947e-01 -6.017810883081337048e-01 -5.445028195116133896e-01 -5.648859003912277688e-01 -5.729042883260991870e-01
6.200000000000000000e+01 -2.333993114988450468e-01 -2.975138224880922722e-01 -3.320617096220191550e-02 9.806716144864756346e-02 -6.142957122056729169e-01 -6.455085030326044304e-01 7.919269400566671113e-02 -5.347891737784430388e-01 -2.237842244708490858e-01 -5.761706149143023259e-01 1.208618627321985800e-01 8.152476338662642541e-02 -1.611553898048066202e-01 -5.485664712572270174e-01 2.093191853988936035e-01 -5.736857158612164165e-01 4.333231567744613710e-02 -1.399639864485308360e-01 -1.368481961259551336e-02 -7.754345702273945928e-02 8.608491135857931909e-02 -6.091464800662034218e-01 -5.500619116347968962e-01 -5.709144443857789852e-01 -5.763906933977337443e-01
6.300000000000000000e+01 -2.919597578579996577e-01 -3.855796084128839118e-01 -4.510781056317469256e-02 9.204081619516606139e-02 -6.192579494006171803e-01 -6.514797202419588817e-01 4.440408171419454875e-02 -5.383599750765322156e-01 -3.039996496325699238e-01 -5.785947839726234276e-01 5.941976074268816299e-02 1.265511895927212693e-01 5.477019110223885212e-03 -5.517697935838586920e-01 2.214862041463860343e-01 -5.773149608272253319e-01 5.170114834045894808e-02 -3.513097580575532536e-02 -1.640523946706643268e-02 -1.555444168357023038e-01 3.871013426124037676e-02 -6.140559782488670404e-01 -5.552200195359832113e-01 -5.749724204198711774e-01 -5.775533472854651462e-01
6.400000000000000000e+01 -2.711384376633283466e-01 -4.590816249023090267e-01 -4.880749830397973499e-02 6.475628506689565245e-02 -6.227762953311453131e-01 -6.542696478285879857e-01 9.207877016884041810e-02 -5.410535598866268447e-01 -3.495580035389720952e-01 -5.795170205316007017e-01 5.935488106995494978e-02 2.046196745578701959e-01 1.883133895732952146e-01 -5.533154716139828677e-01 2.372880439245885487e-01 -5.803701646742160936e-01 1.234073280952879999e-02 5.147804399726232244e-02 -2.032322789787840978e-02 -2.893348628047409110e-01 -1.292262761092042092e-02 -6.157624869521228783e-01 -5.577215182463870491e-01 -5.771579958120720555e-01 -5.781601677206579248e-01
