# r	h_0	h_1	h_2	h_3	h_4	h_5	
1.510132385072164141e+01 2.156716766999998072e+02 2.169466552999997475e+02 2.158253327000002173e+02 2.190149841000002198e+02 2.166221771499999704e+02 2.161638869999997041e+02
1.610132385072164141e+01 2.163623276000002988e+02 2.177006683999998131e+02 2.161341705499999080e+02 2.176459930599999950e+02 2.162438431000000492e+02 2.164331741500000135e+02
1.710132385072164141e+01 2.170116576999998870e+02 2.184223251999997046e+02 2.156569976999999199e+02 2.162843474999999671e+02 2.156376800499997444e+02 2.161268387499999335e+02
1.810132385072164141e+01 2.173906555000003209e+02 2.190843200999997862e+02 2.163353080750000572e+02 2.158027687249998507e+02 2.150435028500000953e+02 2.163666686999995363e+02
1.910132385072164141e+01 2.172302195333331838e+02 2.205304932000000804e+02 2.175278701999995974e+02 2.168042704666668214e+02 2.148696594000002733e+02 2.169043428000004496e+02
2.010132385072164141e+01 2.160526581000003716e+02 2.214834900000000744e+02 2.174586562999993475e+02 2.160806732000000920e+02 2.147970047500002693e+02 2.170311508000004324e+02
2.110132385072164141e+01 2.164477310500001295e+02 2.207932180000001097e+02 2.179899901999997383e+02 2.166996612999992067e+02 2.154700012000002971e+02 2.167270050000006449e+02
2.210132385072164141e+01 2.161016387999998187e+02 2.200520171999996819e+02 2.184323425999991741e+02 2.154391072666670368e+02 2.158383332000003065e+02 2.161316681499993138e+02
2.310132385072164141e+01 2.162810210999996343e+02 2.205430145999998786e+02 2.179423524000003454e+02 2.153743439000008948e+02 2.165361633500001517e+02 2.166795044000000416e+02
2.410132385072164141e+01 2.168680038499996954e+02 2.196421737999999095e+02 2.183186798000006092e+02 2.159916763500004890e+02 2.162574767999994947e+02 2.163096771500004252e+02
2.510132385072164141e+01 2.175076599000003625e+02 2.189621658500000194e+02 2.189821625000004133e+02 2.165613250999995216e+02 2.165439910999994026e+02 2.158193283500004327e+02
2.610132385072164141e+01 2.183054885999999897e+02 2.195676727999998548e+02 2.195813293999999587e+02 2.153657582666668020e+02 2.160970077500005573e+02 2.152409972999994352e+02
2.710132385072164141e+01 2.189646606000005704e+02 2.198513413000000583e+02 2.201805039000000761e+02 2.152609862999997858e+02 2.165911408000001757e+02 2.150489960000004430e+02
2.810132385072164141e+01 2.196548309500003597e+02 2.191680068999994546e+02 2.197468491500003438e+02 2.157283172999996168e+02 2.172368851000001087e+02 2.153874892999992881e+02
2.910132385072164141e+01 2.203663329999999405e+02 2.185305023499995514e+02 2.191310119999998278e+02 2.161043243000003713e+02 2.176703491000007489e+02 2.155943654666668010e+02
3.010132385072164141e+01 2.206163406499999837e+02 2.179678345000002082e+02 2.187828292500007592e+02 2.166643371999998635e+02 2.181273192999997264e+02 2.153884887499998513e+02
3.110132385072164141e+01 2.199291686999995363e+02 2.174483185000008234e+02 2.185873336999993626e+02 2.171579131999997117e+02 2.182225036999998338e+02 2.149239959999995335e+02
3.210132385072164141e+01 2.194859925000000658e+02 2.171241607500005557e+02 2.192676697000006243e+02 2.173372498000007909e+02 2.177643432999993820e+02 2.155871658500000194e+02
3.310132385072164141e+01 2.189126663500001087e+02 2.164778289999994740e+02 2.197493133999996644e+02 2.182143809333332172e+02 2.171298523000004934e+02 2.161529998999994859e+02
3.410132385072164141e+01 2.174012565749994792e+02 2.166853332999999111e+02 2.193033218500004295e+02 2.191483306999998604e+02 2.164864960000004430e+02 2.165779877000004490e+02
3.510132385072164141e+01 2.161251831499994296e+02 2.154861094333336951e+02 2.180671285333331468e+02 2.186673355499997342e+02 2.159033202999999048e+02 2.178042093999999054e+02
3.610132385072164141e+01 2.163743439000008948e+02 2.153430176000001666e+02 2.171133270999998786e+02 2.177687988666663443e+02 2.165106582999997045e+02 2.192009888499997032e+02
3.710132385072164141e+01 2.170390015000002677e+02 2.144868545500003165e+02 2.173019867000002705e+02 2.173194122499999139e+02 2.165583191000005172e+02 2.189488220000002912e+02
3.810132385072164141e+01 2.175939942000004521e+02 2.138161774000000150e+02 2.164830093999999008e+02 2.167899933000007877e+02 2.164459915500001443e+02 2.191859894000008353e+02
3.910132385072164141e+01 2.180919952000003832e+02 2.136663513000003150e+02 2.158035126499999024e+02 2.163796539499999199e+02 2.161316680999998425e+02 2.186249923499999568e+02
4.010132385072164141e+01 2.187619857999998203e+02 2.136766663000007611e+02 2.155220031999997445e+02 2.157298126999994565e+02 2.165179900999992242e+02 2.188076629999995930e+02
4.110132385072164141e+01 2.194106597999998485e+02 2.142319945999997799e+02 2.151919936999993297e+02 2.154879913500017210e+02 2.168408355499996105e+02 2.193230132999997295e+02
4.210132385072164141e+01 2.198310089000005974e+02 2.136586609000005410e+02 2.149213257000010344e+02 2.160936585000017658e+02 2.163140105999991647e+02 2.191501160000007076e+02
4.310132385072164141e+01 2.208386115999992398e+02 2.141546784000001935e+02 2.154951782499992987e+02 2.167403259999991860e+02 2.166450043000004371e+02 2.180721740999997564e+02
4.410132385072164141e+01 2.201804962500009424e+02 2.148196640000005573e+02 2.149696808000007877e+02 2.174053496999986237e+02 2.161644974000000730e+02 2.175300141000006988e+02
4.510132385072164141e+01 2.202513427999983833e+02 2.154799805000002380e+02 2.154240265000007639e+02 2.179163361999999324e+02 2.167281495000006544e+02 2.171194991999982449e+02
4.610132385072164141e+01 2.194553374999995867e+02 2.149061584999999468e+02 2.160530014500000107e+02 2.170908355999999912e+02 2.163899917500011725e+02 2.173163300000014715e+02
4.710132385072164141e+01 2.189371796000014001e+02 2.151593323000015516e+02 2.166253204999993613e+02 2.163295059499996569e+02 2.159565785666673037e+02 2.168008270999998786e+02
4.810132385072164141e+01 2.183266601999985141e+02 2.153980026500012173e+02 2.169673309999998310e+02 2.165620116999998572e+02 2.153650054999998247e+02 2.171206664999990608e+02
4.910132385072164141e+01 2.174916535000011208e+02 2.147758331500008353e+02 2.175998306499986938e+02 2.165213699499990980e+02 2.152315063500009273e+02 2.174378281000008428e+02
5.010132385072164141e+01 2.177388381999990088e+02 2.143096618999989005e+02 2.172241668499991647e+02 2.154769898200007390e+02 2.149396820000001753e+02 2.171399994000003062e+02
5.110132385072164141e+01 2.174523391999991873e+02 2.149616622999983520e+02 2.175586700999992900e+02 2.142893677333328526e+02 2.147918548500001634e+02 2.166465835500002868e+02
5.210132385072164141e+01 2.181009979000009480e+02 2.155294876499992824e+02 2.179503249999997934e+02 2.138853149999995367e+02 2.153515167500008829e+02 2.159004974500003300e+02
5.310132385072164141e+01 2.184223328000007314e+02 2.149143371999998635e+02 2.166689148249997743e+02 2.133533324999989418e+02 2.147763520000007702e+02 2.160709915000006731e+02
5.410132385072164141e+01 2.190933380499991472e+02 2.152959899999987101e+02 2.154620055999985198e+02 2.139951705999992555e+02 2.150481796500007476e+02 2.165423278999987815e+02
5.510132385072164141e+01 2.188318252499993832e+02 2.142264608000004955e+02 2.149043274499999825e+02 2.138301697000006243e+02 2.138177541333328406e+02 2.161703186000013375e+02
5.610132385072164141e+01 2.185213317999987339e+02 2.140920258000005560e+02 2.153641586499998084e+02 2.141133422999992035e+02 2.140493468999993638e+02 2.166873168999991321e+02
5.710132385072164141e+01 2.179816665499984083e+02 2.148121871999992436e+02 2.160183410999998159e+02 2.131925049000001309e+02 2.146661835499999142e+02 2.153142471999999543e+02
5.810132385072164141e+01 2.173603134000004502e+02 2.154310149999982968e+02 2.166880035499998485e+02 2.125175018499994621e+02 2.152353363000001991e+02 2.152796630999982881e+02
5.910132385072164141e+01 2.167529907999996794e+02 2.146227112500000658e+02 2.172913360999991710e+02 2.131583404999983031e+02 2.157006836000000476e+02 2.157129821999988053e+02
6.010132385072164141e+01 2.160978240999993432e+02 2.144931946333332746e+02 2.177706604000013613e+02 2.137874909000001935e+02 2.164535217499997088e+02 2.163176574999997683e+02
6.110132385072164141e+01 2.158168335000009392e+02 2.153323211999995692e+02 2.180683288999989600e+02 2.144186554000007163e+02 2.157643432999993820e+02 2.160001526500000182e+02
6.210132385072164141e+01 2.147143402500005323e+02 2.159868240499999956e+02 2.174213256999992154e+02 2.147983246000003419e+02 2.148379821999988053e+02 2.163476563000003807e+02
6.310132385072164141e+01 2.141441574500004208e+02 2.165783386000002793e+02 2.167341538000000583e+02 2.152736511000002793e+02 2.151300049499986926e+02 2.168733216000000539e+02
6.410132385072164141e+01 2.135649871999994502e+02 2.179388987333331897e+02 2.161599883999988378e+02 2.148179855499984114e+02 2.148898391999991873e+02 2.170964890000013838e+02
6.510132385072164141e+01 2.132208519499999966e+02 2.189663240000008955e+02 2.165666657000001578e+02 2.153124924000003375e+02 2.154463272499997402e+02 2.167603149999995367e+02
6.610132385072164141e+01 2.126989212250000492e+02 2.184636688499995216e+02 2.172021714000002248e+02 2.150810089499991591e+02 2.148493196000017633e+02 2.172151642000007996e+02
6.710132385072164141e+01 2.120196610000002693e+02 2.190294952500007639e+02 2.187037761000004537e+02 2.152690125000008265e+02 2.153183136000006925e+02 2.178020020000003569e+02
6.810132385072164141e+01 2.115583344000006036e+02 2.196736755999991146e+02 2.187801589999999123e+02 2.157016753999996581e+02 2.159751663499991992e+02 2.184465103500006080e+02
6.910132385072164141e+01 2.110704879999993864e+02 2.201510009999983595e+02 2.191243285999989894e+02 2.163340072999999393e+02 2.166016692999983206e+02 2.190296783000012510e+02
7.010132385072164141e+01 2.104083176000003732e+02 2.204503402999998798e+02 2.195453186000013375e+02 2.160825042500000563e+02 2.161066589999991265e+02 2.184355011000006925e+02
7.110132385072164141e+01 2.094126678599990612e+02 2.198291626000009273e+02 2.199294891000008647e+02 2.163823394999999437e+02 2.163840027000005648e+02 2.187643433000012010e+02
7.210132385072164141e+01 2.079004898000002868e+02 2.193723296999996819e+02 2.192569961499993951e+02 2.166433563499995216e+02 2.168533477999990282e+02 2.191111832000005961e+02
7.310132385072164141e+01 2.084841613999997207e+02 2.198226471000016318e+02 2.185784988499999599e+02 2.168558960499995010e+02 2.169775162000005366e+02 2.185453568000011728e+02
7.410132385072164141e+01 2.077774963499996375e+02 2.192601470999998128e+02 2.180333404999983031e+02 2.171437683499989362e+02 2.171226704999996002e+02 2.180466765999990457e+02
7.510132385072164141e+01 2.073053436000009242e+02 2.185816574000000401e+02 2.186246719999999186e+02 2.170254211999999825e+02 2.186416550000012649e+02 2.187141723499989894e+02
7.610132385072164141e+01 2.078336792000009154e+02 2.191044922000000952e+02 2.192790070000010019e+02 2.170248260999997001e+02 2.193153381000010995e+02 2.192634964000008040e+02
7.710132385072164141e+01 2.072271805000000313e+02 2.188001633000003494e+02 2.194406662000001234e+02 2.163099976000012248e+02 2.197446746999994502e+02 2.187006684000007226e+02
7.810132385072164141e+01 2.065156631999998353e+02 2.190559997999989719e+02 2.190646820000001753e+02 2.156486588000007032e+02 2.203633346999995410e+02 2.183061523500000476e+02
7.910132385072164141e+01 2.068726653999983682e+02 2.182479935000010300e+02 2.197053298999999242e+02 2.150291747999999643e+02 2.200671615999999631e+02 2.185269775999986450e+02
8.010132385072164141e+01 2.075023422499998560e+02 2.176756744499998604e+02 2.205086669999982405e+02 2.153783417000013287e+02 2.197646636999998009e+02 2.194524485666661349e+02
8.110132385072164141e+01 2.073096771000000444e+02 2.173040009000014834e+02 2.198773270000001503e+02 2.157696533000016643e+02 2.193090363000010257e+02 2.196755524000000150e+02
8.210132385072164141e+01 2.076323394999999437e+02 2.167630004999991797e+02 2.191501693999998679e+02 2.160988235500008159e+02 2.193348617499996180e+02 2.190435944000000745e+02
8.310132385072164141e+01 2.080733336999983294e+02 2.164475173999999242e+02 2.195246735000000626e+02 2.156146546000018134e+02 2.198261048000000244e+02 2.184861145333331081e+02
8.410132385072164141e+01 2.085130005000028177e+02 2.161403350999989925e+02 2.200170136000015191e+02 2.162621613000010257e+02 2.191387558000005811e+02 2.172933349999984785e+02
8.510132385072164141e+01 2.091349944999965373e+02 2.166884994499996537e+02 2.198691253333333009e+02 2.167826614500008873e+02 2.180767212000006054e+02 2.172107798333345272e+02
8.610132385072164141e+01 2.090451202999975067e+02 2.160039977999986149e+02 2.188215789999994740e+02 2.162070007000002079e+02 2.164176712999997108e+02 2.154342994750004436e+02
8.710132385072164141e+01 2.100303039666663096e+02 2.156765061000005517e+02 2.185512390000003506e+02 2.158400039500011189e+02 2.161108398500018666e+02 2.153122914999985369e+02
8.810132385072164141e+01 2.114698537333315471e+02 2.149895096000000194e+02 2.179198913666647570e+02 2.153950043000004371e+02 2.160286713000023155e+02 2.148079987000019173e+02
8.910132385072164141e+01 2.121393585500009067e+02 2.152133331000004546e+02 2.169991608000018459e+02 2.149124832499983313e+02 2.154944915999985824e+02 2.153546599999972386e+02
9.010132385072164141e+01 2.116654892000005930e+02 2.144143220000005385e+02 2.162395019499999762e+02 2.143333282499988854e+02 2.144736634000000777e+02 2.144676666999985173e+02
9.110132385072164141e+01 2.110103454499985673e+02 2.138511581499988097e+02 2.159843292000005022e+02 2.140043487500006449e+02 2.138454971499995736e+02 2.138379567666658261e+02
9.210132385072164141e+01 2.103645172500000626e+02 2.134023819499998353e+02 2.154581528000016988e+02 2.146013336000032723e+02 2.132290039500003331e+02 2.145546570000005886e+02
9.310132385072164141e+01 2.098266906999997445e+02 2.134251099000005922e+02 2.151435166000010213e+02 2.149893341999995755e+02 2.122803420999989612e+02 2.152043152500009455e+02
9.410132385072164141e+01 2.101176859666690291e+02 2.141976624000017182e+02 2.157813415999989957e+02 2.152606659500015667e+02 2.128639221000012185e+02 2.148661728000006406e+02
9.510132385072164141e+01 2.104144974000009825e+02 2.136683350000021164e+02 2.162660065000018221e+02 2.149404983999993419e+02 2.137840119000029517e+02 2.151976776000010432e+02
9.610132385072164141e+01 2.107913818999986688e+02 2.143434982500002661e+02 2.161318919333328665e+02 2.156323548000000301e+02 2.141580048000032548e+02 2.154848404000003939e+02
9.710132385072164141e+01 2.107866668999995454e+02 2.148926697999995667e+02 2.149949952000024496e+02 2.144795951999985846e+02 2.147728424500019173e+02 2.148550109999996494e+02
9.810132385072164141e+01 2.113953247499994177e+02 2.152863311999972211e+02 2.153913268999967841e+02 2.134538981000005151e+02 2.154506836000000476e+02 2.144586639499975718e+02
9.910132385072164141e+01 2.120429992999997921e+02 2.147198181499989005e+02 2.147678223500006425e+02 2.122571639999987383e+02 2.160178375499999675e+02 2.137498322000028566e+02
1.001013238507216414e+02 2.126635056000013719e+02 2.152961578499998723e+02 2.142003326500016556e+02 2.125869903999991948e+02 2.165929870999971172e+02 2.132418365500016080e+02
1.011013238507216414e+02 2.133829955999972299e+02 2.149428329500005930e+02 2.135371780499990564e+02 2.133039779499995348e+02 2.158924356999996235e+02 2.127946777999968617e+02
1.021013238507216414e+02 2.139866792000029818e+02 2.151690063999994891e+02 2.138949890000003506e+02 2.139199829999997746e+02 2.157890015000011772e+02 2.122953491499974916e+02
1.031013238507216414e+02 2.142801742499977991e+02 2.156633453999966150e+02 2.142094879500000388e+02 2.146900634666647818e+02 2.158722305249993951e+02 2.119250107000007119e+02
1.041013238507216414e+02 2.136155090499996732e+02 2.162906876000015473e+02 2.139331665499994415e+02 2.148561554000007163e+02 2.163936996500015084e+02 2.127936630500007595e+02
1.051013238507216414e+02 2.129610137999989092e+02 2.160163421999968705e+02 2.137213287999984459e+02 2.153431549499982793e+02 2.166009318333332487e+02 2.132694855000008829e+02
1.061013238507216414e+02 2.139597778666672241e+02 2.153439178333355812e+02 2.133138351499983401e+02 2.147253265999970608e+02 2.161941146499993920e+02 2.135109939999965718e+02
1.071013238507216414e+02 2.154406738500001666e+02 2.153785018999988097e+02 2.131416625999991084e+02 2.143814926499981084e+02 2.159904429666663930e+02 2.141766510000015842e+02
1.081013238507216414e+02 2.159966887999980827e+02 2.160459899999987101e+02 2.136549834999968880e+02 2.136754990000008547e+02 2.156048329666664358e+02 2.148798294000007445e+02
1.091013238507216414e+02 2.164903411999985110e+02 2.157104873999996926e+02 2.139836578000031295e+02 2.139219971999991685e+02 2.161265105999991647e+02 2.155863343000019086e+02
1.101013238507216414e+02 2.160296706999979506e+02 2.150820008000009693e+02 2.147141723999993701e+02 2.143963318000023719e+02 2.156433792499992705e+02 2.155005340999996406e+02
1.111013238507216414e+02 2.164040069999973639e+02 2.147276763999980176e+02 2.162615661999977021e+02 2.151166763999972318e+02 2.150285187500012398e+02 2.163143056666667690e+02
1.121013238507216414e+02 2.165745494000002509e+02 2.143564987499994459e+02 2.172166748000017833e+02 2.148366775500035146e+02 2.145310058999966714e+02 2.173266602000003331e+02
1.131013238507216414e+02 2.149648284999984753e+02 2.150693207000003895e+02 2.176266631999969832e+02 2.149236755499987339e+02 2.146339925333353165e+02 2.167453385000007984e+02
1.141013238507216414e+02 2.146286621000035666e+02 2.158198242499966000e+02 2.179298325000017940e+02 2.158141708500006644e+02 2.154238281500001904e+02 2.161430054000011296e+02
1.151013238507216414e+02 2.149933319999981904e+02 2.154940033000020776e+02 2.172873306500005128e+02 2.154279938000036054e+02 2.148793336000017007e+02 2.165266724000030081e+02
1.161013238507216414e+02 2.155468368500005454e+02 2.159381205666650203e+02 2.166566543999979331e+02 2.154470062500004133e+02 2.150780028999979550e+02 2.171545105499972124e+02
1.171013238507216414e+02 2.158726501499986625e+02 2.176964569333334509e+02 2.160429916499997489e+02 2.161316681000025710e+02 2.148333358999989287e+02 2.169085006999994221e+02
1.181013238507216414e+02 2.158403397500005667e+02 2.186717529499983357e+02 2.154353485000028741e+02 2.166446761999977753e+02 2.154575119500004803e+02 2.164666748000017833e+02
1.191013238507216414e+02 2.158929902000018046e+02 2.183829955999972299e+02 2.161622925000010582e+02 2.167336680666655013e+02 2.149306794000003720e+02 2.163353424499982793e+02
1.201013238507216414e+02 2.167363205000001471e+02 2.192109909499995410e+02 2.160481567333335988e+02 2.160807546666668202e+02 2.154146728999985498e+02 2.167843399500015948e+02
1.211013238507216414e+02 2.164198151000018697e+02 2.194510803500015754e+02 2.161564178666667431e+02 2.154930114999988291e+02 2.160520019499999762e+02 2.162689972000007401e+02
1.221013238507216414e+02 2.158596572999995260e+02 2.190418319499985955e+02 2.165990143000017270e+02 2.159214935000018158e+02 2.158041763500004890e+02 2.167779845999975805e+02
1.231013238507216414e+02 2.160880126999982167e+02 2.186148529000020062e+02 2.160481719999988854e+02 2.162518997500010300e+02 2.160270080999980564e+02 2.173750000500003807e+02
1.241013238507216414e+02 2.164043426999996882e+02 2.189156799999982468e+02 2.163446655000007013e+02 2.164773255000036443e+02 2.163993530000007013e+02 2.172228240999975242e+02
1.251013238507216414e+02 2.166590118999993138e+02 2.192605057000000670e+02 2.166208267500005604e+02 2.166904830999992555e+02 2.166661682500016468e+02 2.167413329999981215e+02
1.261013238507216414e+02 2.163570022499989136e+02 2.187336578999966150e+02 2.162141723999993701e+02 2.161253357000023243e+02 2.160850066999992123e+02 2.165028152500017313e+02
1.271013238507216414e+02 2.162473297000033199e+02 2.186309865333338678e+02 2.160018463999986125e+02 2.163731841999979224e+02 2.162941665500002273e+02 2.171276549999965937e+02
1.281013238507216556e+02 2.158364944499990088e+02 2.173849869000005128e+02 2.162906798999974853e+02 2.162669144499996037e+02 2.156331635000024107e+02 2.166969108499997674e+02
1.291013238507216556e+02 2.156651764500020363e+02 2.168883361999978661e+02 2.166119994999971823e+02 2.167841720500000520e+02 2.152706603999977233e+02 2.155869903500024520e+02
1.301013238507216556e+02 2.153041839500001515e+02 2.175893478500001947e+02 2.160529938000036054e+02 2.162428360500016424e+02 2.146311493499997596e+02 2.162403258999984246e+02
